binder_count,binder_mass,span,aspect_ratio,mean_aerodynamic_chord,wing_area,horizontal_stabilizer_area,wing_loading,battery_capacity,propeller,main_wing_airfoil,horizontal_stabilizer_airfoil,fowler_affected_span,fowler_affected_span_ratio,fowler_affected_area,fowler_affected_area_ratio,fuselage_wetted_area,fuselage_length,fuselage_diameter,mass_total,mass_empty,mass_payload,mass_battery,mass_fuselage,mass_wing,mass_horizontal_stabilizer,mass_landing_gear,mass_misc,x_center_of_gravity,c_m_alpha,c_l_alpha,c_n_beta,x_neutral_point,static_margin,percent_mac,transport_box_height,transport_box_width,transport_box_length,take_off_length,take_off_time_from_counter_start,take_off_time_total,cl_max_at_take_off,assumed_wind_speed,take_off_ground_speed,take_off_air_speed,takeoff_battery_voltage,takeoff_battery_soc,climb_air_speed,climb_rate,climb_flap_angle,climb_cl,climb_reynolds,climb_battery_voltage,climb_battery_soc,efficiency_motor_on_air_speed,efficiency_motor_on_cl,efficiency_motor_on_reynolds,efficiency_motor_on_flap_angle,efficiency_motor_on_time,efficiency_motor_off_air_speed,efficiency_motor_off_cl,efficiency_motor_off_reynolds,efficiency_motor_off_flap_angle,efficiency_motor_off_time,efficiency_battery_voltage,efficiency_battery_soc,cruise_air_speed,cruise_flap_angle,cruise_cl,cruise_drag_force,cruise_reynolds,cruise_battery_voltage,cruise_battery_soc,score_factor_take_off,score_payload,max_payload,score_efficiency,max_efficiency,score_distance,max_distance,t_loading,t_unloading,b_loading,penalty_current,penalty_round,score_round
2,0.02849359340410399,2.4,9.000000000000002,0.2798782535564529,0.6399999999999999,0.11626374954691279,9.618694529341877,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.1559644987788005,1.9059644987788005,4.25,0.21344,0.3180716799782558,0.49970911790619443,0.04829395089434991,0.15144975,0.675,0.3357914786416332,-1.532160348002737,5.300895140881139,0.07507909359280693,0.4166859669645013,0.2890380411765803,0.23967975519882947,0.31205378753922003,0.147051182617997,0.940895029842783,41.66717151708969,6.800000000000003,7.600000000000004,1.518989436843182,2.2,9.732696152664257,11.932696152664256,11.884024998758415,0.9562499999999999,17.64152864164169,2.4263161083835345,4,0.524884242999985,300561.8765051784,11.754727082970673,0.9135416666666667,34.08176512196144,0.141966139107287,580657.1237532062,0,74.2698282392981,24.70536694633935,0.2701757166615977,420909.75220896513,0,15.730171760701893,11.319176879050344,0.749531548195663,34.025860397331634,0,0.14243302504328242,6.190081482911158,579704.664967941,10.89417266280883,0.46434087416910375,1.0,708.3333333333334,6.0,889.1625434293844,0.74,956.9773236749522,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,903.1577334792233
2,0.029876863814127103,2.4657656011875906,9.500000000000002,0.27241348821314215,0.6399999999999999,0.1152985849465776,9.646827553239827,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.173969634073488,1.9239696340734884,4.25,0.21344,0.3180716799782558,0.5182363767653175,0.04777182732991482,0.15144975,0.675,0.33536854039748837,-1.527317484989839,5.359888430271132,0.0747342093080761,0.4129941075721488,0.2849532233477067,0.24653206048169649,0.3037308533030959,0.14525903750485197,0.9510101091920521,43.44544417466739,7.0000000000000036,7.800000000000004,1.5179275482566326,2.2,9.854437408525087,12.054437408525086,11.88176666500406,0.9555555555555555,17.58119786654213,2.4316248398889897,4,0.529981820151668,291544.99697398837,11.753770833047236,0.9131944444444444,32.79089917609458,0.1538121562944699,543764.0070738319,0,65.88874546102075,26.6575853093777,0.23273178306691347,442056.6611758936,0,24.111254538979253,11.350583870798296,0.7640820391301724,34.11732599446927,0,0.1420847088872491,6.202346945521802,565759.8406731567,10.92773334213943,0.4934418560381224,1.0,708.3333333333334,6.0,890.8339755806719,0.74,959.5497935944483,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,904.5723675028178
2,0.030705921157362134,2.5099800796022276,10.000000000000005,0.26343331542770915,0.6300000000000001,0.11178867245503757,9.817401795729195,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.184963131309394,1.9349631313093942,4.25,0.21344,0.3180716799782558,0.5311157196907902,0.045885981640348086,0.15144975,0.675,0.33463047542189517,-1.515119245237296,5.410211374145181,0.07439745797036698,0.4084030626718672,0.2800480684503175,0.2544060617411618,0.29371829643295044,0.14298311511967327,0.9632985884473763,43.365554916379025,7.0000000000000036,7.800000000000004,1.5158146124981073,2.2,9.84304979233563,12.04304979233563,11.88176666500406,0.9555555555555555,17.560641965972447,2.434356277297688,4,0.5405919653463136,281604.51280688395,11.753770833047236,0.9131944444444444,31.57356802811457,0.16883482694395321,506317.4375607084,0,57.86370264406468,26.80182975689862,0.23430441618797626,429797.28335953946,0,32.13629735593532,11.38142694965307,0.7780144051318322,34.22165373292055,0,0.14371674669332088,6.170228605982074,548782.4502987246,10.95673880126343,0.521306588041442,1.0,708.3333333333334,6.0,894.1710855259346,0.74,962.4840112383905,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,906.6628100325527
2,0.029283651569841192,2.4464259645450137,9.499999999999998,0.27027687884684964,0.6300000000000001,0.11260685791427866,9.78748655628431,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.166116530459117,1.9161165304591172,4.25,0.21344,0.3180716799782558,0.5118313341450298,0.04632376633583179,0.15144975,0.675,0.3350277920884558,-1.52127918352183,5.356470006224095,0.07471196836091855,0.4117916242123094,0.28400778530527354,0.24775840133693194,0.3013486137515373,0.14462341901675632,0.9540279672317062,43.55753949596563,7.0000000000000036,7.800000000000004,1.5175763111748646,2.2,9.881306904415487,12.081306904415488,11.88176666500406,0.9555555555555555,17.611968927003907,2.43202223244324,4,0.5358483975036501,289764.6015485202,11.753770833047236,0.9131944444444444,32.56280096969488,0.1582488148469969,535746.2920468908,0,60.675698324246106,25.706276328391954,0.2539251001126088,422937.88664205937,0,29.324301675753894,11.370711333471354,0.7731324681870728,34.18661151436939,0,0.143572698118427,6.170216347780855,562462.3745824703,10.944055109392119,0.5115427141519233,1.0,708.3333333333334,6.0,893.0739910879183,0.74,961.4984488416392,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,905.9685910876302
2,0.027344686070080487,2.3622023622035435,9.000000000000004,0.2754704465335231,0.6199999999999999,0.1108566877391812,9.904087812393978,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.140534443684265,1.890534443684265,4.25,0.21344,0.3180716799782558,0.4871843507627397,0.04538866294326972,0.15144975,0.675,0.33509902733456387,-1.520548030926629,5.294024521516896,0.07502276257859641,0.4142204053507748,0.28721968036728074,0.24207740974748815,0.3071392475248784,0.14574682337862954,0.9471139290964918,43.85244088766498,7.0000000000000036,7.800000000000004,1.5190999454653649,2.2,9.94475356039432,12.14475356039432,11.88176666500406,0.9555555555555555,18.3237747383964,2.4268379828384568,4,0.501304269683607,307268.81201435067,11.753770833047236,0.9131944444444444,33.86752867088738,0.14803358784570664,567919.8445263273,0,69.99825977663056,25.357572691287324,0.26406565598542187,425217.5846766209,0,20.00174022336944,11.335339641330279,0.7569474656655719,34.258938551764615,0,0.14467033039752406,6.158523353311619,574483.3419947725,10.910092686787861,0.4791727091089216,1.0,708.3333333333334,6.0,897.9558124495401,0.74,963.5326467683798,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,908.2739308504176
2,0.03155898378929888,2.5514701644346145,10.499999999999996,0.25503607629405556,0.6200000000000001,0.10844445317969237,9.99475163017717,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.196746010709846,1.9467460107098464,4.25,0.21344,0.3180716799782558,0.5446763663033413,0.044108214428248554,0.15144975,0.675,0.3339248670658568,-1.501158260235322,5.455975451125228,0.0740911934283382,0.404091760507364,0.275140215289225,0.26220753366038824,0.28435568878754935,0.1408491473059994,0.9747951639064512,45.259267853642,7.200000000000004,8.000000000000004,1.5145802029745092,2.2,9.98473146578285,12.18473146578285,11.879385415194369,0.954861111111111,17.55450786927688,2.435311883344965,4,0.5507347942633832,272532.8143815855,11.7528145831238,0.9128472222222223,32.83603598117293,0.1589217569460637,509777.7371900028,0,64.68885658119468,26.715169461416544,0.2400871613185316,414751.6053550724,0,25.311143418805315,11.355083453737675,0.7661651795465371,34.22538982542089,0,0.146281025617427,6.116424536594305,531347.3827855629,10.933002895016145,0.4976081368708518,1.0,708.3333333333334,6.0,898.0516744796423,0.74,962.5890888399625,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,907.9913655509795
2,0.027919272727590507,2.3811761799581315,9.0,0.27768309610704484,0.63,0.11354949006422387,9.759115119313927,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.148242525167774,1.898242525167774,4.25,0.21344,0.3180716799782558,0.49345158209320283,0.04682951309631534,0.15144975,0.675,0.3354428178277112,-1.52655924438478,5.29748313398127,0.07505020826058903,0.4154581822687922,0.2881668909132533,0.24083747820554102,0.30960626906421096,0.14640131848758553,0.9439924124482033,43.7408706684278,7.0000000000000036,7.800000000000004,1.5194690625115255,2.2,9.91797035586142,12.11797035586142,11.88176666500406,0.9555555555555555,17.66939696727059,2.4265845386518854,4,0.5308832605219508,298675.565741356,11.753770833047236,0.9131944444444444,32.82013903771485,0.15532537294153095,554776.9181346125,0,64.03586623634793,26.09419208531296,0.24571718321516894,441084.5258658741,0,25.96413376365207,11.357453317616311,0.7672988433396737,34.148622224815554,0,0.1434752089357813,6.176027607300479,577233.0024152563,10.935685385042648,0.49987546445712516,1.0,708.3333333333334,6.0,892.4755991115331,0.74,960.4300000729374,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,905.4129775059346
2,0.032191856070111755,2.5719642299223366,10.499999999999998,0.25708459174297527,0.63,0.11107866029534519,9.848989961244618,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.204863675584109,1.9548636755841091,4.25,0.21344,0.3180716799782558,0.5513952666806439,0.045506978925209565,0.15144975,0.675,0.3342470518664928,-1.507985323925267,5.459295046098747,0.07411810051703235,0.4052615250780852,0.2762234521475231,0.26086002528237356,0.2866397069152352,0.14146379894454592,0.9718964941402187,45.13969379910421,7.200000000000004,8.000000000000004,1.5149182809921713,2.2,9.956880537565914,12.156880537565915,11.879385415194369,0.954861111111111,17.81733001712022,2.4380861183054785,4,0.5269460149993822,278834.94222500134,11.7528145831238,0.9128472222222223,31.824932652237123,0.1667130148417505,498048.9921258903,0,60.601917657601916,27.35079331792352,0.22571719079016234,428030.286652556,0,29.398082342398084,11.371059581469755,0.7732605596222188,34.22950372038131,0,0.14411304243723572,6.166035451971111,535679.682819594,10.944285673957095,0.5117988970222156,1.0,708.3333333333334,6.0,895.1844858458802,0.74,962.7047921357242,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,907.0742037716459
2,0.03009297358749691,2.489979919597747,10.0,0.2613342117328703,0.6200000000000002,0.10913762755003537,9.962881301273582,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.176986406789623,1.9269864067896227,4.25,0.21344,0.3180716799782558,0.5245498166127329,0.044475160198633755,0.15144975,0.675,0.3343016926786337,-1.508531297760859,5.406850450942236,0.07436946335905413,0.4072120377233931,0.2790037030704209,0.25572276408082345,0.29137787430265477,0.1423562129230607,0.9662659127742845,45.46826161892226,7.200000000000004,8.000000000000004,1.5162371495770415,2.2,10.024913220039235,12.224913220039234,11.879385415194369,0.954861111111111,17.59643668146345,2.433994449621435,4,0.5463963285898715,279930.05079638504,11.7528145831238,0.9128472222222223,32.83346317278126,0.15843982967764336,522325.8083530066,0,65.18233825188177,26.840601609893586,0.2370900134720588,426989.34494947793,0,24.817661748118226,11.353232897620645,0.7653084405349274,34.2503572998419,0,0.14560206702052372,6.129742594601874,544866.238108254,10.931123655628692,0.4958946588476326,1.0,708.3333333333334,6.0,897.3782534943049,0.74,963.2912990580534,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,908.0009619618972
2,0.028690138542603834,2.4269322199023198,9.500000000000004,0.2681232438971631,0.6199999999999999,0.10993640991283174,9.932704309987885,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.158276672192487,1.9082766721924873,4.25,0.21344,0.3180716799782558,0.505416227942086,0.04489901427214544,0.15144975,0.675,0.3346918345715349,-1.515101535684173,5.353077737819834,0.07468009500565348,0.410577002514013,0.2830337256229037,0.2490105985446505,0.2989473913111129,0.14398328078945632,0.9570693278994307,43.66993912953517,7.0000000000000036,7.800000000000004,1.5172194620870652,2.2,9.908271443507864,12.108271443507864,11.88176666500406,0.9555555555555555,17.646007970632176,2.4319547767114957,4,0.541722820061124,288011.2554509873,11.753770833047236,0.9131944444444444,33.65576142170274,0.15033547126373756,549316.2032090054,0,69.59521125618743,25.88802267928958,0.25408705720753844,422534.20294350624,0,20.404788743812574,11.336800692440244,0.7576472026802301,34.26125959201445,0,0.14506867794332576,6.141963680506769,559198.9080391848,10.912259073141541,0.48057218313823813,1.0,708.3333333333334,6.0,897.2163779609617,0.74,963.5979260254063,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,908.0492124399004
