payload;span;aspect_ratio;airfoil;total mass;take_off_length;climb_height;efficiency_points;distance;score_payload;score_efficiency;score_distance;b_loading;penalty_current;take_off_factor;penalty_round;score_round;score_round_corrected;wing_area;wing_loading
3.23;2.15;8; ag45c;5.062620367;26.40912339;69.20520718;0.622063769;2799.548175;538.3333333;840.6267145;874.8588046;54.66666667;0;1.05;0;846.2365984;846.2365984;0.5778125;87.61701014
3.23;2.3;8; ag45c;5.163320457;22.12107001;69.31405447;0.612492188;2754.341655;538.3333333;827.6921465;860.7317671;54.66666667;0;1.05;0;836.7650364;836.7650364;0.66125;78.08424131
3.23;2.3;7; ag45c;5.245447257;19.91058658;67.64955277;0.590630782;2698.34551;538.3333333;798.1497049;843.2329719;54.66666667;0;1.05;0;820.3006036;820.3006036;0.755714286;69.4104552
3.23;2.15;9; ag45c;5.003245175;28.853168;70.22497534;0.63565295;2840.935997;538.3333333;858.9904731;887.7924991;54.66666667;0;1.05;0;857.190707;857.190707;0.513611111;97.41310238
3.23;2.3;9; ag45c;5.103252111;26.11980207;69.21668502;0.625720226;2799.404171;538.3333333;845.5678732;874.8138034;54.66666667;0;1.05;0;847.9502535;847.9502535;0.587777778;86.82281474
3.4;1.7;7; ag45c;5.001213106;39.4142599;64.42234484;0.597416296;2908.417281;566.6666667;807.3193195;908.8804005;54.66666667;0;1.05;0;856.4032353;856.4032353;0.412857143;121.1366496
3.4;1.7;8; ag45c;4.966229726;46.82683061;63.74329773;0.591494093;2946.208197;566.6666667;799.3163412;920.6900616;54.66666667;0;1;0;816.8910232;816.8910232;0.36125;137.4734872
3.4;1.7;9; ag45c;4.939949376;57.19627505;62.08730562;0.605003844;2974.980011;566.6666667;817.5727622;929.6812533;54.66666667;0;1;0;825.9735607;825.9735607;0.321111111;153.8392539
3.4;1.85;7; ag45c;5.093938756;34.08670508;64.92138466;0.623580232;2837.900919;566.6666667;842.6759894;886.8440372;54.66666667;0;1.05;0;861.0653427;861.0653427;0.488928571;104.1857452
3.4;1.85;8; ag45c;5.049174829;38.89040709;64.98309628;0.605773202;2892.838769;566.6666667;818.612435;904.0121155;54.66666667;0;1.05;0;858.651926;858.651926;0.4278125;118.0230785
3.4;1.85;9; ag45c;5.015829708;46.16389914;64.00119657;0.589798223;2940.251392;566.6666667;797.0246255;918.8285601;54.66666667;0;1;0;815.5066175;815.5066175;0.380277778;131.8991012
3.4;2.15;7; ag45c;5.310072608;24.61067213;64.95425546;0.597403583;2743.072463;566.6666667;807.3021392;857.2101447;54.66666667;0;1.05;0;838.3126327;838.3126327;0.660357143;80.41213251
3.4;2;7; ag45c;5.193786989;27.31898227;66.09307693;0.612831912;2791.623788;566.6666667;828.1512322;872.3824338;54.66666667;0;1.05;0;850.9201164;850.9201164;0.571428571;90.8912723
3.4;2;8; ag45c;5.137938433;33.68328503;65.33254185;0.627421185;2840.030938;566.6666667;847.8664668;887.509668;54.66666667;0;1.05;0;863.1149805;863.1149805;0.5;102.7587687
3.4;2.15;8; ag45c;5.232620367;28.87702574;65.86762326;0.618188388;2797.169336;566.6666667;835.3897133;874.1154174;54.66666667;0;1.05;0;854.0601291;854.0601291;0.5778125;90.55914102
3.4;2.3;7; ag45c;5.425252521;22.1150061;63.78774938;0.576848471;2695.913526;566.6666667;779.5249607;842.4729769;54.66666667;0;1.05;0;823.4326115;823.4326115;0.755714286;71.7897309
3.4;2.3;8; ag45c;5.333320457;24.47164821;65.45622887;0.608078564;2752.144012;566.6666667;821.7277898;860.0450037;54.66666667;0;1.05;0;844.3538111;844.3538111;0.66125;80.65512978
3.4;2.15;9; ag45c;5.182410964;33.27502238;66.05401737;0.631935875;2837.636571;566.6666667;853.9673992;886.7614285;54.66666667;0;1.05;0;864.988423;864.988423;0.513611111;100.9014574
3.4;2;9; ag45c;5.096626867;38.3751754;65.23182851;0.590002853;2880.222988;566.6666667;797.3011531;900.0696836;54.66666667;0;1.05;0;849.8131262;849.8131262;0.444444444;114.6741045
3.4;2.3;9; ag45c;5.273252111;28.56602157;65.95879109;0.62128226;2797.182463;566.6666667;839.5706223;874.1195197;54.66666667;0;1.05;0;855.524883;855.524883;0.587777778;89.71506427
3.57;1.7;8; ag45c;5.136229726;54.21937464;58.58459882;0.593905923;2942.221382;595;802.5755714;919.4441818;54.66666667;0;1;0;827.0065844;827.0065844;0.36125;142.1793696
3.57;2;7; ag45c;5.372313305;31.53949114;61.59438228;0.607033512;2788.496619;595;820.3155572;871.4051935;54.66666667;0;1.05;0;857.7522628;857.7522628;0.571428571;94.01548283
3.57;1.7;9; ag45c;5.109949376;64.91670668;56.88053127;0.586668565;2971.009187;595;792.7953588;928.4403711;54.66666667;0;0;0;0;0;0.321111111;159.1333716
3.57;1.7;7; ag45c;5.178460475;44.14675458;60.19249657;0.612207859;2904.205998;595;827.3079179;907.5643745;54.66666667;0;1;0;831.2907641;831.2907641;0.412857143;125.4298385
3.57;1.85;9; ag45c;5.185829708;51.09456535;60.16232411;0.588599177;2937.005608;595;795.4042938;917.8142524;54.66666667;0;1;0;824.0728487;824.0728487;0.380277778;136.3695175
3.57;1.85;8; ag45c;5.219174829;43.64862772;60.97236924;0.619679328;2905.099511;595;837.4044975;907.8435973;54.66666667;0;1;0;834.7493649;834.7493649;0.4278125;121.996782
3.57;2;8; ag45c;5.316464749;38.14274517;61.37417336;0.62300641;2837.013323;595;841.9005538;886.5666635;54.66666667;0;1.05;0;870.613526;870.613526;0.5;106.329295
3.57;2.15;7; ag45c;5.480072608;26.93587153;61.37493402;0.592394637;2740.422048;595;800.5332929;856.38189;54.66666667;0;1.05;0;845.570314;845.570314;0.660357143;82.98649704
3.57;2;9; ag45c;5.266626867;43.07883394;61.32557212;0.611005514;2901.111781;595;825.6831268;906.5974315;54.66666667;0;1;0;830.4268528;830.4268528;0.444444444;118.4991045
3.57;2.15;8; ag45c;5.412804578;31.21368009;62.00318353;0.612778362;2794.438696;595;828.0788677;873.2620925;54.66666667;0;1.05;0;861.1193361;861.1193361;0.5778125;93.67752649
3.57;2.3;7; ag45c;5.598520942;24.323146;60.32110319;0.57756309;2693.450127;595;780.4906624;841.7031646;54.66666667;0;1.05;0;833.4178395;833.4178395;0.755714286;74.08250773
3.57;2.3;9; ag45c;5.459594216;32.70109887;61.51080465;0.616037348;2794.756513;595;832.4829027;873.3614104;54.66666667;0;1.05;0;862.6955096;862.6955096;0.587777778;92.88534583
3.57;2.3;8; ag45c;5.514215194;28.45760429;61.24817851;0.600127873;2751.348627;595;810.9836128;859.796446;54.66666667;0;1.05;0;850.4230206;850.4230206;0.66125;83.39077798
3.57;2.15;9; ag45c;5.36768728;37.62424261;61.49552349;0.624647503;2834.766835;595;844.1182475;885.8646361;54.66666667;0;1.05;0;871.1440092;871.1440092;0.513611111;104.5087843
3.74;1.7;7; ag45c;5.367180475;50.89280092;54.82574105;0.575669059;2882.448833;623.3333333;777.9311608;900.7652602;54.66666667;0;1;0;822.0099181;822.0099181;0.412857143;130.0009112
3.74;1.85;8; ag45c;5.416657987;50.21908231;55.43203401;0.57254607;2884.231435;623.3333333;773.7109055;901.3223235;54.66666667;0;1;0;820.7888541;820.7888541;0.4278125;126.6128967
3.74;1.7;8; ag45c;5.333002358;61.14244994;53.61140532;0.585565413;2919.584311;623.3333333;791.3046116;912.3700971;54.66666667;0;0;0;0;0;0.36125;147.6263629
3.74;1.7;9; ag45c;5.310748323;74.58171495;51.24612126;0.595794895;2947.58834;623.3333333;805.1282367;921.1213561;54.66666667;0;0;0;0;0;0.321111111;165.386626
3.74;1.85;7; ag45c;5.460545598;42.91416444;56.00432569;0.530317227;2752.387341;623.3333333;716.6449014;860.1210441;54.66666667;0;1;0;788.033093;788.033093;0.488928571;111.6839129
3.74;1.85;9; ag45c;5.387694445;60.22725071;54.09202013;0.579602327;2915.418193;623.3333333;783.2463875;911.0681853;54.66666667;0;0;0;0;0;0.380277778;141.6778671
3.74;2;7; ag45c;5.56387541;35.60970218;56.89892229;0.595573605;2770.329779;623.3333333;804.8291965;865.728056;54.66666667;0;1.05;0;860.2617051;860.2617051;0.571428571;97.36781967
3.74;2;9; ag45c;5.469557394;49.50816596;55.67464091;0.605793257;2881.012003;623.3333333;818.639536;900.3162509;54.66666667;0;1;0;835.4297067;835.4297067;0.444444444;123.0650414
3.74;2.15;7; ag45c;5.677958397;30.75136635;56.80018282;0.582220042;2723.273331;623.3333333;786.7838412;851.022916;54.66666667;0;1.05;0;848.7990317;848.7990317;0.660357143;85.98314501
3.74;2;8; ag45c;5.506132118;42.40662418;56.60330908;0.546678081;2818.04962;623.3333333;738.7541636;880.6405064;54.66666667;0;1;0;802.2426678;802.2426678;0.5;110.1226424
3.74;2.3;7; ag45c;5.803583047;27.9178326;55.85208115;0.565749755;2681.764492;623.3333333;764.5266965;838.0514039;54.66666667;0;1.05;0;836.4690018;836.4690018;0.755714286;76.79599495
3.74;2.15;8; ag45c;5.601524578;35.27373638;57.41990045;0.59977113;2776.689802;623.3333333;810.5015266;867.7155631;54.66666667;0;1.05;0;862.942648;862.942648;0.5778125;96.9436379
3.74;2.15;9; ag45c;5.55640728;41.84913625;56.83921326;0.547014318;2816.348127;623.3333333;739.2085381;880.1087895;54.66666667;0;1;0;802.216887;802.216887;0.513611111;108.1831596
3.74;2.3;9; ag45c;5.648314216;36.75460772;57.06477611;0.602170813;2777.416497;623.3333333;813.7443424;867.9426555;54.66666667;0;1.05;0;864.1571159;864.1571159;0.587777778;96.09608307
