binder_count,binder_mass,span,aspect_ratio,mean_aerodynamic_chord,wing_area,horizontal_stabilizer_area,wing_loading,battery_capacity,propeller,main_wing_airfoil,horizontal_stabilizer_airfoil,fowler_affected_span,fowler_affected_span_ratio,fowler_affected_area,fowler_affected_area_ratio,fuselage_wetted_area,fuselage_length,fuselage_diameter,cargo_bay_length,cargo_bay_wetted_area,mass_total,mass_empty,mass_payload,mass_battery,mass_fuselage,mass_cargo_bay,mass_wing,mass_horizontal_stabilizer,mass_pylon,mass_landing_gear,mass_misc,x_center_of_gravity,c_m_alpha,c_l_alpha,c_n_beta,x_neutral_point,static_margin,transport_box_height,transport_box_width,transport_box_length,take_off_length,take_off_time_from_counter_start,take_off_time_total,cl_max_at_take_off,assumed_wind_speed,take_off_ground_speed,take_off_air_speed,takeoff_battery_voltage,takeoff_battery_soc,climb_air_speed,climb_rate,climb_flap_angle,climb_cl,climb_reynolds,climb_battery_voltage,climb_battery_soc,efficiency_motor_on_air_speed,efficiency_motor_on_cl,efficiency_motor_on_reynolds,efficiency_motor_on_flap_angle,efficiency_motor_off_air_speed,efficiency_motor_off_cl,efficiency_motor_off_reynolds,efficiency_motor_off_flap_angle,efficiency_battery_voltage,efficiency_battery_soc,cruise_air_speed,cruise_flap_angle,cruise_cl,cruise_drag_force,cruise_reynolds,cruise_battery_voltage,cruise_battery_soc,score_factor_take_off,score_payload,max_payload,score_efficiency,max_efficiency,score_distance,max_distance,t_loading,t_unloading,b_loading,penalty_current,penalty_round,score_round
2,0.0198970700332899,1.704483252453581,7.263157894736842,0.24787147238117252,0.40000000000000013,0.12464848905682703,13.453279658461987,2.4,aeronaut14x8,acc22,ht14,0.8073868037938016,0.4736842105263158,0.22352941176470598,0.5588235294117647,0.12272279417665782,0.7670174636041114,0.04,0.5700000000000001,0.27432644314973836,5.381311863384797,1.8113118633847969,3.57,0.21344,0.07559724121282121,0.164595865889843,0.6685556647719686,0.05289307858625564,0.01120901292390764,0.170021,0.455,0.0579360143912558,-1.890243298057528,5.297151295986474,0.1319116187126557,0.1463902971709562,0.35684147807704125,0.29142675671864293,0.23331691899060922,0.8752563242907478,25.794339945819285,4.600000000000001,5.200000000000002,2.474112451444653,2.2,8.91755876526079,11.117558765260789,11.91378333246267,0.9645833333333333,17.835101048263443,2.82033436263422,0,0.716126969737505,269110.50110485783,11.765345832266531,0.9173611111111111,27.629200884867277,0.30213728277571883,416891.84014897246,-2,24.734760057044166,0.3769862963752037,373218.1643180369,-2,11.420227313165928,0.7906984357757828,30.391672251517097,-2,0.24970760721717164,6.883301121269718,458574.25348407036,10.988368133598984,0.5466746493293433,1.05,595.0,6.0,793.1352740137777,0.74,854.7657820739183,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,840.6653696306936
2,0.016981461864749903,1.5491933384829668,6.000000000000002,0.27271791256760824,0.39999999999999997,0.15089027622668533,13.353926760036352,2.4,aeronaut14x8,acc22,ht14,0.7338284234919317,0.4736842105263158,0.22352941176470587,0.5588235294117647,0.1115419203707736,0.697137002317335,0.04,0.5700000000000001,0.27432644314973836,5.34157070401454,1.77157070401454,3.57,0.21344,0.06870982294839653,0.164595865889843,0.6206082574279981,0.06798674482439457,0.01120901292390764,0.170021,0.455,0.06036702752007976,-1.883586558749341,5.135458605400626,0.1639303796170688,0.1603984036486837,0.3667805941943522,0.3206391441304615,0.24517691329533028,0.8341839425742081,26.03841415726281,4.600000000000001,5.200000000000002,2.4783994239556746,2.2,8.984467413783372,11.184467413783374,11.91378333246267,0.9645833333333333,17.81238277727293,2.7173533717539056,0,0.7132724951885797,295708.7718078277,11.765345832266531,0.9173611111111111,27.200338947558528,0.3094376508400897,451561.0810476077,-2,24.921975852432727,0.36860128539357234,413737.2839163471,-2,11.403158572405788,0.7849646749107327,29.904049413649023,-2,0.2560128614887044,7.051427734546939,496446.1989596086,10.973414338142375,0.5352071275992434,1.05,595.0,6.0,764.4629437650373,0.74,841.0513897588788,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,825.8300167333707
3,0.0511295276480524,1.8467610337532774,8.526315789473681,0.22877500971312068,0.40000000000000013,0.10618204623359337,13.686142171739112,2.4,aeronaut14x8,acc22,ht14,0.8747815423041841,0.4736842105263159,0.22352941176470592,0.5588235294117646,0.13296679443023596,0.8310424651889747,0.04,0.5700000000000001,0.27432644314973836,5.474456868695647,1.9044568686956471,3.57,0.21344,0.08190754536902535,0.164595865889843,0.7653672226509844,0.04291622186188614,0.01120901292390764,0.170021,0.455,0.055435499374579825,-1.909338042646327,5.429126312689921,0.1103333561035393,0.1358983154338511,0.35168421817401485,0.26897471685021107,0.22420157140825994,0.906823711741529,26.97666523738286,4.600000000000001,5.400000000000002,2.473477477841871,2.2,8.968741528163825,11.168741528163824,11.91073333270684,0.9638888888888889,17.901635666331455,2.842857680432836,0,0.7230361944555852,249304.3295355791,11.765345832266531,0.9173611111111111,27.104441164122793,0.31938383347631644,377465.76110734435,-2,23.096514371831578,0.43984631553379777,321649.9954195708,-2,11.47590996928107,0.8082425068261782,30.711955927012177,-2,0.24875905167120996,6.8000211290326815,427705.25128663186,11.043304666593501,0.581762791430134,1.05,595.0,6.0,811.8244766956922,0.74,863.7737604472173,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,850.3593830000184
3,0.06605779865267129,2.102629932151387,11.052631578947366,0.20093539380105227,0.4,0.08191186423734347,13.94007405604053,2.4,aeronaut14x8,acc22,ht14,0.9959825994401309,0.4736842105263159,0.2235294117647059,0.5588235294117647,0.15138935511489987,0.9461834694681241,0.04,0.5700000000000001,0.27432644314973836,5.576029622416212,2.006029622416212,3.57,0.21344,0.09325584275077832,0.164595865889843,0.8678087395910181,0.030699161260664784,0.01120901292390764,0.170021,0.455,0.052491718294646966,-1.90439552651128,5.621694530543809,0.08264067437584606,0.1205600872340283,0.3387582722903765,0.23624320121588882,0.21091283935307378,0.9528439594310373,29.890089242595668,5.000000000000002,5.8000000000000025,2.4726451815921644,2.2,9.20762370908302,11.407623709083019,11.905079166528273,0.9625,17.924960968488683,2.8817397115407974,0,0.7343007279121702,219251.80892234147,11.7633333322816,0.9166666666666666,26.8438049682241,0.331657427972619,328343.9672749202,-2,22.83546978741994,0.45830856841274326,279315.42318473634,-2,11.505110728297506,0.8160492805301587,31.004553762462102,-2,0.24861475955457066,6.7065172699772635,379236.78100053075,11.066259433653748,0.597376338838095,1.05,595.0,6.0,833.2677407787334,0.74,872.0030745692467,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,860.744785371793
3,0.05462293231164882,1.9139377980323296,9.157894736842106,0.22074530001396753,0.4,0.0988591464933456,13.753919215520387,2.4,aeronaut14x8,acc22,ht14,0.9066021148574193,0.47368421052631576,0.2235294117647059,0.5588235294117647,0.13780352145832772,0.8612720091145483,0.04,0.5700000000000001,0.27432644314973836,5.501567686208155,1.931567686208155,3.57,0.21344,0.08488696921832987,0.164595865889843,0.7932964597733865,0.03911837840268754,0.01120901292390764,0.170021,0.455,0.0546066203146924,-1.91052856952676,5.485113595833551,0.1018854906808752,0.1314997807409841,0.34831157753560155,0.2595340489406021,0.220368736177702,0.9200972148816957,28.59785419435223,4.800000000000002,5.600000000000002,2.4733121610575255,2.2,9.138421039259097,11.338421039259096,11.90768333295101,0.9631944444444445,17.911756540336704,2.857736218710625,0,0.7257090819231462,240690.06673405998,11.764339582250066,0.9170138888888889,27.115377527139255,0.32070664260613996,364364.1544495722,-2,23.163560149950968,0.4394694064264165,311261.42350890324,-2,11.47936192793936,0.8092933314635125,30.810019494484997,-2,0.24840213260740504,6.766104117060292,414011.0787853464,11.046500455040887,0.5838644407048026,1.05,595.0,6.0,818.2289031047862,0.74,866.5317982823907,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,853.566245485512
3,0.058309309586671694,1.9788353831696586,9.789473684210522,0.213505770630591,0.4,0.09248113704216201,13.803031570955266,2.4,aeronaut14x8,acc22,ht14,0.9373430762382594,0.4736842105263158,0.2235294117647059,0.5588235294117647,0.14247614758821542,0.8904759224263463,0.04,0.5700000000000001,0.27432644314973836,5.521212628382107,1.9512126283821067,3.57,0.21344,0.0877653069143407,0.164595865889843,0.8132937090123602,0.035887733641655026,0.01120901292390764,0.170021,0.455,0.053826473931493445,-1.910724322167477,5.535497752816792,0.09459738990088269,0.1275286569669158,0.34517660515627274,0.2510224096297164,0.21691307908511862,0.9320645112851649,28.45854196785475,4.800000000000002,5.600000000000002,2.4730271057021755,2.2,9.101101243450916,11.301101243450915,11.90768333295101,0.9631944444444445,17.911643698619173,2.8729629940492614,0,0.7282092716842206,232794.9652189472,11.764339582250066,0.9170138888888889,26.840001822768595,0.32849003275869376,348835.50588322483,-2,22.75579397169014,0.45698641762809317,295753.6647838478,-2,11.500133167668718,0.8147254309185031,30.898647846920685,-2,0.2478610750423552,6.742829038930615,401585.1237254635,11.062485973774702,0.5947286396147842,1.05,595.0,6.0,824.8566232030066,0.74,869.0244706946443,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,856.7583828641779
2,0.018378928564514445,1.6286901420919109,6.6315789473684195,0.2594064779517015,0.40000000000000013,0.13651977372890578,13.384050762355272,2.4,aeronaut14x8,acc22,ht14,0.7714848041487999,0.4736842105263158,0.22352941176470595,0.5588235294117647,0.11726569023061759,0.7329105639413599,0.04,0.5700000000000001,0.27432644314973836,5.353620304942111,1.783620304942111,3.57,0.21344,0.07223566518206043,0.164595865889843,0.6375256202134283,0.059593140732871516,0.01120901292390764,0.170021,0.455,0.05900577851228632,-1.887740822512461,5.220086794200882,0.1462326030170448,0.1528204798012124,0.3616301599830863,0.30498866132128843,0.23882294316730737,0.8561883955114041,25.969082564873915,4.600000000000001,5.200000000000002,2.4759181304569085,2.2,8.967670519453636,11.167670519453637,11.91378333246267,0.9645833333333333,17.81936200134227,2.781683575720116,0,0.7139298116014865,281385.35602584574,11.765345832266531,0.9173611111111111,27.44142561236188,0.30471022850973045,433327.26026945113,-2,24.89844526766104,0.37013138611876545,393171.0846663923,-2,11.41113228936399,0.7877786064178198,30.181172699413928,-2,0.25189999066970425,6.954847278030395,476590.57741025806,10.980178635139492,0.5408349906134176,1.05,595.0,6.0,780.6426026136747,0.74,848.8454821710167,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,834.220829674642
3,0.07020829417938666,2.1618705350983247,11.68421052631579,0.19542926672780772,0.40000000000000013,0.07748419590018976,14.015016550172316,2.4,aeronaut14x8,acc22,ht14,1.0240439376781538,0.4736842105263158,0.22352941176470592,0.5588235294117646,0.15565467852707937,0.9728417407942461,0.04,0.5700000000000001,0.27432644314973836,5.6060066200689285,2.0360066200689286,3.57,0.21344,0.0958832819726809,0.164595865889843,0.8972681559128464,0.028589303369650914,0.01120901292390764,0.170021,0.455,0.051885090317223076,-1.898661471734105,5.658677895789801,0.07766731835755081,0.1174628101606686,0.33553093261356276,0.22976955283827805,0.20828459018579865,0.9619458569759234,29.66607027776835,5.000000000000002,5.8000000000000025,2.4724090363599265,2.2,9.147296859406937,11.347296859406939,11.905079166528273,0.9625,17.93382641868001,2.880659530320925,0,0.7375341732497105,213349.2343099327,11.7633333322816,0.9166666666666666,26.62916800066636,0.33883730347492386,316793.1076513059,-2,22.27381866757856,0.4843028810744132,264979.8234322345,-2,11.52259766211199,0.8211915299537962,31.04934277091933,-2,0.24923072940176177,6.699274991670235,369377.5857617484,11.081427044983977,0.60766083768537,1.05,595.0,6.0,836.2175245292221,0.74,873.2627654321062,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,862.218101486465
2,0.021444551060503688,1.7770466332772772,7.894736842105262,0.23774996419511307,0.40000000000000013,0.11467660993228089,13.508117741718033,2.4,aeronaut14x8,acc22,ht14,0.8417589315523943,0.4736842105263157,0.22352941176470592,0.5588235294117646,0.12794735759596396,0.7996709849747747,0.04,0.5700000000000001,0.27432644314973836,5.403247096687215,1.8332470966872152,3.57,0.21344,0.0788155722791138,0.164595865889843,0.6927294793884126,0.04743616620593738,0.01120901292390764,0.170021,0.455,0.056930241702628656,-1.893629741008829,5.366682324518436,0.1201108108733344,0.1408199051035683,0.35284923282257974,0.27952672532161094,0.2284856019672802,0.8919876727111088,25.656427302802793,4.600000000000001,5.200000000000002,2.473726700449652,2.2,8.878284437280955,11.078284437280956,11.91378333246267,0.9645833333333333,17.840076309259878,2.8529448871564487,0,0.7184400577072709,258193.73025503702,11.765345832266531,0.9173611111111111,27.427206280065512,0.30785377885370424,396945.2023166979,-2,23.922723275980623,0.40465638860318887,346225.93835422257,-2,11.44662474429369,0.7995603654639318,30.575847580648276,-2,0.24771404153428778,6.833639014872241,442514.48288140993,11.016837728737762,0.5643985087056413,1.05,595.0,6.0,804.5707901287774,0.74,859.9457132057328,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,846.4807761670786
3,0.0622250508963666,2.0416711421361615,10.421052631578945,0.20693478235318188,0.4000000000000001,0.08687621964566736,13.889455206707767,2.4,aeronaut14x8,acc22,ht14,0.9671073831171292,0.4736842105263158,0.2235294117647059,0.5588235294117646,0.14700032223380363,0.9187520139612726,0.04,0.5700000000000001,0.27432644314973836,5.555782082683108,1.9857820826831083,3.57,0.21344,0.09055219849602304,0.164595865889843,0.8478540020436787,0.03311000332965537,0.01120901292390764,0.170021,0.455,0.05315654727578638,-1.907722184453511,5.580854622876928,0.08823278077034451,0.1238955733673392,0.34183334155192185,0.2432967856047912,0.21377653787592735,0.9429266765192814,28.21608830348333,4.800000000000002,5.600000000000002,2.472747587764342,2.2,9.033234085737085,11.233234085737084,11.90768333295101,0.9631944444444445,17.92818540704023,2.8742294363470418,0,0.7314248163295677,225838.6939700722,11.764339582250066,0.9170138888888889,27.00571880559604,0.3265025113318409,340187.0365744786,-2,23.14375785733291,0.4445598681479374,291538.4869908342,-2,11.49181229918071,0.8126979286884376,30.95099225827269,-2,0.24857008188336804,6.719783497320404,389885.0614263081,11.056121846027354,0.590673635154653,1.05,595.0,6.0,830.1923803668931,0.74,870.4966572639195,3200.0,12.599999999999998,8.399999999999999,53.0,0.0,0.0,859.1411631707844
