binder_count,binder_mass,span,aspect_ratio,mean_aerodynamic_chord,wing_area,horizontal_stabilizer_area,wing_loading,battery_capacity,propeller,main_wing_airfoil,horizontal_stabilizer_airfoil,fowler_affected_span,fowler_affected_span_ratio,fowler_affected_area,fowler_affected_area_ratio,fuselage_wetted_area,fuselage_length,fuselage_diameter,mass_total,mass_empty,mass_payload,mass_battery,mass_fuselage,mass_wing,mass_horizontal_stabilizer,mass_landing_gear,mass_misc,x_center_of_gravity,c_m_alpha,c_l_alpha,c_n_beta,x_neutral_point,static_margin,percent_mac,transport_box_height,transport_box_width,transport_box_length,take_off_length,take_off_time_from_counter_start,take_off_time_total,cl_max_at_take_off,required_cl_at_take_off,assumed_wind_speed,take_off_ground_speed,take_off_air_speed,takeoff_battery_voltage,takeoff_battery_soc,climb_air_speed,climb_rate,climb_flap_angle,climb_cl,climb_reynolds,climb_battery_voltage,climb_battery_soc,efficiency_motor_on_air_speed,efficiency_motor_on_cl,efficiency_motor_on_reynolds,efficiency_motor_on_flap_angle,efficiency_motor_on_time,efficiency_motor_off_air_speed,efficiency_motor_off_cl,efficiency_motor_off_reynolds,efficiency_motor_off_flap_angle,efficiency_motor_off_time,efficiency_battery_voltage,efficiency_battery_soc,cruise_air_speed,cruise_flap_angle,cruise_cl,cruise_drag_force,cruise_reynolds,cruise_battery_voltage,cruise_battery_soc,score_factor_take_off,score_payload,max_payload,score_efficiency,max_efficiency,score_distance,max_distance,t_loading,t_unloading,b_loading,penalty_current,penalty_round,score_round
2,0.029232495586080428,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,8.888933174014094,3.0,aeronaut14x8,acc24,ht14,2.5495097567963927,0.9999999999999998,0.6499999999999998,1.0,0.5163710189418589,1.7,0.09,5.777806563109159,2.6349494202520165,3.142857142857143,0.26,0.31808454766818506,1.1975104476087788,0.044769174975053755,0.13958525,0.675,0.3123491785100841,-0.5299452313301162,5.379106900837018,0.07131290318702008,0.3387048673500168,0.09851918563798275,0.432491209663427,0.2973971394772735,0.14365208509282223,0.9589507754299043,14.223145405186486,3.2000000000000006,4.000000000000001,2.592943216825258,1.931425368746036,2.2,6.682643932996094,8.882643932996094,12.07159999994016,0.975,15.833443884246622,2.553589465408524,4,0.6000506329843293,257832.03434965576,11.939518333683957,0.9358333333333333,29.526431190828575,0.17479963560556208,480808.8421364113,0,55.8212189257591,24.218342825289636,0.2598206070664499,394371.8526981048,0,34.1787810742409,11.613800338686922,0.8252483070475568,31.207632579218018,0,0.15647349747534722,6.978143164153669,508185.5504058732,11.18328755482415,0.6227188363173358,1.05,523.8095238095239,6.0,804.1843956437688,0.74,877.7146662905067,3200.0,11.092436974789916,7.394957983193277,53.8375350140056,0.0,0.0,828.5274167750357
2,0.028311958510445705,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,8.658253382566317,3.0,aeronaut14x8,acc24,ht14,2.5495097567963927,0.9999999999999998,0.6499999999999998,1.0,0.5163710189418589,1.7,0.09,5.627864698668104,2.6278646986681036,3.0,0.26,0.31808454766818506,1.190425726024865,0.044769174975053755,0.13958525,0.675,0.3104856958118116,-0.5678288697877408,5.379106900837018,0.0714594809174895,0.338728870087018,0.10556192324405816,0.42553820001913084,0.2973971394772735,0.14365208509282223,0.9589507754299043,13.432039120786193,3.0000000000000004,3.800000000000001,2.592869903397579,1.8932783902604933,2.2,6.654505360968592,8.854505360968592,12.073719999770912,0.9755555555555555,15.83179061033401,2.641568823710308,4,0.5840683304855936,257805.1124128149,11.940383333614681,0.9361111111111111,28.592506173368363,0.18156772050949857,465600.79334158264,0,50.01700132160573,24.161001814436975,0.2542805911743087,393438.1108294443,0,39.98299867839427,11.646903943816172,0.8333097203866587,31.23317656249052,0,0.1521636004215629,6.991792737925179,508601.50900721684,11.211559558053665,0.6388416629955397,1.05,500.0,6.0,809.4213246154386,0.74,878.4330908200459,3200.0,10.588235294117645,7.058823529411765,54.11764705882353,0.0,0.0,822.5725748141843
2,0.03016476440275081,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,9.119731575002103,3.0,aeronaut14x8,acc24,ht14,2.5495097567963927,0.9999999999999998,0.6499999999999998,1.0,0.5163710189418589,1.7,0.09,5.927825523751365,2.6421112380370797,3.2857142857142856,0.26,0.31808454766818506,1.2046722653938415,0.044769174975053755,0.13958525,0.675,0.3141171277353498,-0.4939198603375328,5.379106900837018,0.07117346792042802,0.3386832786770483,0.0918219082540777,0.4391077834332866,0.2973971394772735,0.14365208509282223,0.9589507754299043,14.994021916751016,3.400000000000001,4.200000000000001,2.592985004045742,1.9744377339381034,2.2,6.698682368936337,8.898682368936338,12.069426666801697,0.9744444444444444,16.309252068789657,2.472331136263506,4,0.5811085812107752,265580.10186281416,11.938653333753232,0.9355555555555556,29.672969591521394,0.17757132275303428,483195.07562024397,0,57.425474560099346,24.237606033934355,0.26614322111259153,394685.53507253196,0,32.574525439900654,11.604375337589332,0.8230201742220843,31.19414564621575,0,0.16067513066528621,6.97681669149226,507965.9289894249,11.177268290994563,0.6182625706663907,1.05,547.6190476190476,6.0,800.9466431846829,0.74,877.335346299818,3200.0,11.596638655462183,7.731092436974789,53.55742296918768,0.0,0.0,835.300657103889
2,0.02710190219441463,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,8.350656484385997,3.0,aeronaut14x8,acc24,ht14,1.2156735446782485,0.47682639434406904,0.3591603745881513,0.5525544224433099,0.5163710189418589,1.7,0.09,5.427926714850896,2.2850695719937533,3.142857142857143,0.26,0.31808454766818506,0.8476305993505144,0.044769174975053755,0.13958525,0.675,0.3106928804488264,-0.5628117721212559,5.379106900837018,0.0714418470547036,0.3386793632782664,0.10462922237772954,0.4262858326141515,0.2973971394772735,0.14365208509282223,0.9589507754299043,15.588346173763597,3.2000000000000006,4.000000000000001,2.111256795848576,1.5932065938123083,2.2,7.279395872253434,9.479395872253434,12.07159999994016,0.975,15.879052684065913,2.760971765616589,4,0.5593043165349569,258574.72872035767,11.939518333683957,0.9358333333333333,28.5148256694828,0.1760726798497803,464335.8428676022,0,48.20780723912288,23.957558702038394,0.2494297744400375,390125.24017871113,0,41.79219276087712,11.655797961924025,0.8358224899456627,31.215756884296052,0,0.14692160923569597,7.002433095465655,508317.8467099029,11.22132288492747,0.6438672021135476,1.05,523.8095238095239,6.0,813.9524127599066,0.74,877.9431623708265,3200.0,11.092436974789916,7.394957983193277,53.8375350140056,0.0,0.0,832.0261963937959
2,0.024345905732631762,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,7.63040726525429,3.0,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,4.9597647224152865,1.9597647224152865,3.0,0.26,0.31808454766818506,0.522325749772048,0.044769174975053755,0.13958525,0.675,0.30771129245988976,-0.6148742978802196,5.379106900837018,0.07165955248850646,0.3382885005686246,0.11430787846669155,0.41514603839457226,0.2973971394772735,0.14365208509282223,0.9589507754299043,19.32674456376714,3.600000000000001,4.200000000000001,1.5180603925987597,1.1492512118191769,2.2,8.468976847682923,10.668976847682924,12.069426666801697,0.9744444444444444,15.492142782670676,3.074923491477516,4,0.5344689578511219,252274.28216457,11.937788333822509,0.9352777777777778,28.156980353020366,0.16500167773121283,458508.68444265565,0,42.53991880276976,23.1978935541385,0.24308793990669336,377754.84167668736,0,47.46008119723024,11.687534314557526,0.8436945572183754,31.143542879906054,0,0.13487283402106234,7.039161799572381,507141.91279454465,11.24679291859189,0.6596113366589729,1.05,500.0,6.0,823.2384653817132,0.74,875.9121434973578,3200.0,10.588235294117645,7.058823529411765,54.11764705882353,0.0,0.0,826.5262425194397
2,0.028006904923485655,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,8.58118299473563,3.0,aeronaut14x8,acc24,ht14,1.2156735446782485,0.47682639434406904,0.3591603745881513,0.5525544224433099,0.5163710189418589,1.7,0.09,5.577768946578158,2.2920546608638723,3.2857142857142856,0.26,0.31808454766818506,0.854615688220634,0.044769174975053755,0.13958525,0.675,0.3126193104936785,-0.5235295310720949,5.379106900837018,0.07128980679670105,0.3386558062107491,0.09732647830267714,0.4335005147463631,0.2973971394772735,0.14365208509282223,0.9589507754299043,17.90107095192747,3.600000000000001,4.400000000000001,2.1119726119464737,1.5462598031590329,2.2,7.554134667950789,9.75413466795079,12.067036666972712,0.9738888888888889,15.835233958778034,2.6708273223694396,4,0.5784424696937551,257861.1839497962,11.937788333822509,0.9352777777777778,28.799674078805975,0.17737189856777658,468974.3185772442,0,51.1914708362337,24.14256979193031,0.2524021032210104,393137.9635023805,0,38.8085291637663,11.64026818896146,0.8316785127274532,31.222444679644944,0,0.1509128257225359,6.990103977724035,508426.7508682607,11.204602219591523,0.6355792476771286,1.05,547.6190476190476,6.0,807.6247571052924,0.74,878.131256615014,3200.0,11.596638655462183,7.731092436974789,53.55742296918768,0.0,0.0,837.916565586421
2,0.025214955822693595,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,7.86059473107128,3.0,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.10938657519633,1.9665294323391875,3.142857142857143,0.26,0.31808454766818506,0.529090459695949,0.044769174975053755,0.13958525,0.675,0.3099057805301037,-0.5703476071677873,5.379106900837018,0.07148674051692727,0.3382741301811112,0.10603016777358305,0.42337002914809674,0.2973971394772735,0.14365208509282223,0.9589507754299043,21.94902018281311,4.000000000000001,4.600000000000001,1.5192482199788282,1.1289114065600134,2.2,8.725823259912595,10.925823259912594,12.064746667155807,0.9733333333333334,15.647169802182477,2.9681579913347678,4,0.5406529714791355,254798.74444277724,11.93619166723034,0.9347222222222222,28.438525978365163,0.16663032383634444,463093.3775691535,0,46.378899309504654,23.68446692382785,0.24023759658763502,385678.2096239595,0,43.621100690495346,11.666344111654066,0.8383626398479103,31.15663332486172,0,0.13882483201125512,7.021874463728286,507355.07779377885,11.230582720586993,0.6489475019180426,1.05,523.8095238095239,6.0,817.1670889547553,0.74,876.280312261736,3200.0,11.092436974789916,7.394957983193277,53.8375350140056,0.0,0.0,832.5693355238113
2,0.026208461079752058,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,8.120241347637789,3.0,aeronaut14x8,acc24,ht14,1.2156735446782485,0.47682639434406904,0.3591603745881513,0.5525544224433099,0.5163710189418589,1.7,0.09,5.278156875964561,2.2781568759645614,3.0,0.26,0.31808454766818506,0.840717903321323,0.044769174975053755,0.13958525,0.675,0.3086557900199384,-0.6041220489391469,5.379106900837018,0.07160175053056378,0.3387037772089199,0.11230898736092088,0.4186973327327878,0.2973971394772735,0.14365208509282223,0.9589507754299043,14.7379746469739,3.2000000000000006,3.800000000000001,2.1111987376449886,1.5565555687762034,2.2,7.2571124380293695,9.45711243802937,12.073719999770912,0.9755555555555555,15.242303417612122,2.856007882112921,4,0.5888305330736799,248205.89424943275,11.939518333683957,0.9358333333333333,28.462782032514628,0.17184109861782015,463488.36351361213,0,47.163584470858765,23.822495041783633,0.24530547652878326,387925.86153785564,0,42.836415529141235,11.662025747770633,0.8372727993460295,31.189925900981933,0,0.1431044202465324,7.010412276386494,507897.21459563763,11.226142723117244,0.6467678209142812,1.05,500.0,6.0,816.0477279095338,0.74,877.2166659651168,3200.0,10.588235294117645,7.058823529411765,54.11764705882353,0.0,0.0,824.4660672678925
2,0.026987410764993475,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,8.32128885122485,3.0,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.408837753296151,1.9802663247247225,3.4285714285714284,0.26,0.31808454766818506,0.5428273520814838,0.044769174975053755,0.13958525,0.675,0.3139266762834125,-0.4890067680774003,5.379106900837018,0.07117100872304692,0.3382489441927674,0.0909085424573563,0.4383975032265141,0.2973971394772735,0.14365208509282223,0.9589507754299043,25.407426646063083,4.400000000000001,5.200000000000002,1.5199351043931004,1.1632335683449406,2.2,8.874349721234022,11.074349721234022,12.058356667474504,0.9716666666666667,15.423052326788447,2.771475774305124,4,0.5901761520728783,251149.212159302,11.934621667356028,0.9341666666666667,28.57496862168284,0.17471567500935803,465315.21159059735,0,50.14599256828882,24.075327436405296,0.24612684792798437,392042.9879906583,0,39.85400743171118,11.646175143042091,0.8331305658773767,31.202396999766695,0,0.146530313333451,6.998565946991238,508100.2941526663,11.210746913264666,0.6384833539769754,1.05,571.4285714285714,6.0,806.494783486068,0.74,877.5674156184382,3200.0,12.100840336134452,8.067226890756302,53.27731092436974,0.0,0.0,845.3629461571654
2,0.026095438239470282,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,8.090887699667261,3.0,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.259077004783719,1.9733627190694332,3.2857142857142856,0.26,0.31808454766818506,0.5359237464261943,0.044769174975053755,0.13958525,0.675,0.31197411732926084,-0.5286481537049629,5.379106900837018,0.07132491320751033,0.3382603619884574,0.09827805311374317,0.43107067501651736,0.2973971394772735,0.14365208509282223,0.9589507754299043,24.580356865374895,4.400000000000001,5.000000000000002,1.5202230931596954,1.1184124721611002,2.2,8.936622137835595,11.136622137835595,12.060166667522,0.9722222222222222,15.218297248301592,2.8668748830054915,4,0.5884432912959048,247814.9774333865,11.934621667356028,0.9341666666666667,28.460394203944293,0.1712486466518336,463449.48007786256,0,48.80384963749388,23.988960456967956,0.2410383319712656,390636.5868203406,0,41.19615036250612,11.652771426153,0.8349946532812584,31.177993625733396,0,0.14269627706638544,7.007717276775846,507702.90924904076,11.217869079932909,0.6422115287847392,1.05,547.6190476190476,6.0,809.7109554875954,0.74,876.8810707237518,3200.0,11.596638655462183,7.731092436974789,53.55742296918768,0.0,0.0,838.2091699582851
