a,b,c,d,e,f,g,h,i,j,k,l,m
$D,0303.77,7.9,100,11.8,29.8,5840,35.0,169,2.8,25, ,*85
$D,0303.86,7.8,100,11.8,29.8,5840,35.0,169,2.5,25,57.0,*AE
$D,0304.00,7.8,100,11.8,29.9,5860,35.0,170,2.4,25,57.0,*30
$D,0304.08,7.9,100,11.8,29.9,5820,35.0,171,2.2,26,58.0,*96
$D,0304.12,7.9,100,11.8,29.9,5820,35.0,172,2.2,26,58.0,*79
$D,0304.21,7.9,100,11.8,29.8,5810,35.0,172,2.2,26,58.0,*0F
$D,0304.36,8.0,100,11.8,29.9,5840,35.0,173,1.9,26,57.0,*71
$D,0304.39,8.0,100,11.8,29.8,5830,35.0,174,1.8, ,57.0,*EB
$D,0304.48,8.0,100,11.8,29.8,5840,35.0,175,1.8,26,57.0,*A4
$D,0304.57,8.0,100,11.8,29.9,5800,35.0,175,1.9,27,57.0,*C9
$D,0304.71,8.0,100,11.8,29.8,5820,35.0,176,2.0,27,57.0,*40
$D,0304.75,8.0,100,11.8,29.9,5860,35.0,177,2.0,27,57.5,*FB
$D,0304.85,8.0,100,11.8,29.8,5830,35.0,178,2.2,27,57.5,*A9
$D,0304.94,8.0,100,11.8,29.9,5830,35.0,179,2.0,27,57.5,*48
$D,0305.02,8.0,100,11.8,29.8,5830,35.0,179,1.9,27,57.5,*61
$D,0305.11,8.0,100,11.8,29.8,5840,35.0,180,1.7,27,57.5,*B2
$D,0305.20,8.0,100,11.8,29.8,5890,35.0,181,1.5,27,58.0,*5D
$D,0305.29,8.1,100,11.8,29.8,5890,35.0,182,1.5,27,57.5,*6E
$D,0305.39,8.1,100,11.8,29.8,5830,35.0,182,1.5,28,57.5,*20
$D,0305.48,8.1,100,11.8,29.9,5850,35.0,183,1.7,28,57.5,*B6
$D,0305.62,8.1,100,11.8,29.9,5880,35.0,184,1.8,28,57.5,*FD
$D,0305.65,8.1,100,11.8,29.9,5890,35.0,184,2.0,28,57.5,*4B
$D,0305.85,8.1,100,11.8,29.8,5800,35.0,186,1.3,28,57.0,*F3
$D,0305.98,8.0,100,11.8,29.8,5840,35.0,186,1.5,28,57.0,*60
$D,0306.07,8.0,100,11.8,29.8,5890,35.0,187,1.9,28,62.0,*CA
$D,0306.16,8.0,100,11.8,29.9,5920,35.0,188,2.5,29,59.5,*41
$D,0306.19,8.0,100,11.8,29.9,5910,35.0,189,2.5,29,59.5,*19
$D,0306.38,8.1,100,11.8,29.9,5910,35.0,190,2.0,29,61.0,*D9
$D,0306.46,8.1,100,11.8,29.8,5940,35.0,191,2.1,29,61.0,*54
$D,0306.55,8.1,100,11.8,29.9,5900,35.0,192,2.1,29,63.0,*EC
$D,0306.64,8.1,100,11.8,29.9,5950,35.0,193,2.3,29,63.0,*1C
$D,0306.73,8.1,100,11.8,29.9,5930,35.0,194,3.0,29,63.0,*27
$D,0306.82,8.0,100,11.8,29.9,5940,35.0,194,3.3,29,63.0,*EC
$D,0306.91,8.0,100,11.8,29.8,5960,35.0,195,3.5,30, ,*92
$D,0307.05,8.0,100,11.8,29.8,5910,35.0,196,3.3,30,63.0,*08
$D,0307.09,8.0,100,11.8,29.8,5920,35.0,196,2.7,30,63.0,*CB
$D,0307.27,8.0,100,11.8,29.9,5970,35.0,198,3.3,30,62.5,*34
$D,0307.35,8.1,100,11.8,29.9,5950,35.0,199,3.4,30,61.5,*5B
$D,0307.51,8.1,100,11.8,29.8,5940,35.0,199,3.3,31,61.5,*CC
$D,0307.54,8.0,100,11.8,29.9,5960,35.0,200,2.6,31,62.0,*89
$D,0307.63,8.0,100,11.8,29.9,5950,35.0,201,1.8,31,62.0,*28
$D,0307.72,8.0,100,11.8,29.9,5960,35.0,202,1.8,31,62.0,*7C
$D,0307.80,8.0,100,11.8,29.8,5950,36.0,202,1.9,31,62.5,*89
$D,0307.89,8.0,100,11.8,29.9,5990,36.0,203,2.0,32,62.5,*F4
$D,0308.04,8.0,100,11.8,29.8,5940,36.0,204,2.0,32,63.0,*56
$D,0308.13,8.0,100,11.8,29.9,5940,36.0,205,2.0,32,63.0,*EF
$D,0308.16,8.0,100,11.8,29.8,5960,36.0,205,2.1,32,63.0,*A5
$D,0308.25,8.0,100,11.8,29.8,5950,36.0,206,2.4,32,64.5,*D4
$D,0308.39,8.0,100,11.8,29.7,5950,36.0,207,2.7, ,64.5,*4F
$D,0308.58,8.0,100,11.8,29.8,5970,36.0,208,3.6,33,66.5,*6C
$D,0308.61,8.0,100,11.8,29.9,6010,36.0,209,4.1,33,66.5,*FD
$D,0308.80,8.0,100,11.8,29.9,6070,36.0,211,4.2,33,67.0,*16
$D,0308.88,8.0,100,11.8,29.8,6070,36.0,211,4.4,34,68.0,*10
$D,0308.97,8.0,100,11.8,29.9,6080,36.0,212,4.7,34,68.5,*BE
$D,0309.12,8.0,100,11.8,29.8,6050,36.0,213,5.2,34,68.5,*38
$D,0309.15,8.0,100,11.8,29.9,6010,36.0,214,5.3,35,68.5,*67
$D,0309.33,8.0,100,11.8,29.8,6000,36.0,215,4.6,35,65.0,*B6
$D,0309.42,8.0,100,11.8,29.9,5970,36.0,216,4.1,35,65.0,*08
$D,0309.56,8.0,100,11.8,29.8,5940,36.0,216,3.6,35,63.0,*C4
$D,0309.66,8.0,100,11.8,29.8,5960,36.0,217,2.8,35,63.0,*42
$D,0309.69,8.0,100,11.8,29.8,5990,36.0,218,2.4, ,63.0,*A8
$D,0309.78,8.0,100,11.8,29.9,6000,36.0,219,2.3,37,63.5,*F4
$D,0309.87,8.0,100,11.8,29.9,5970,36.0,220,2.1,37,63.5,*83
$D,0309.95,8.0,100,11.8,29.8,6000,36.0,220,1.8,38,64.0,*95
$D,0310.04,8.0,100,11.7,29.8,5970,36.0,221,1.5,38,63.5,*15
$D,0310.13,8.0,100,11.8,29.8,5950,36.0,222,1.3,38,63.5,*C7
$D,0310.23,8.0,100,11.8,29.9,5950,36.0,223,1.4,39,63.0,*27
$D,0310.32,8.0,100,11.8,29.8,5940,36.0,223,1.6,39,62.0,*1F
$D,0310.46,8.0,100,11.8,29.8,5950,36.0,224,1.7,39,62.0,*D2
$D,0310.63,8.0,100,11.7,29.8,5950,36.0,225,2.5,40,61.5,*06
$D,0310.73,8.0,100,11.8,29.9,5930,36.0,226,3.0,41,61.5,*22
$D,0310.82,8.0,100,11.8,29.9,5930,36.0,227,3.1,41,62.0,*97
$D,0310.91,8.0,100,11.8,29.8,5920,36.0,228,3.1,41,62.0,*7B
$D,0310.94,8.0,100,11.8,29.9,5920,36.0,228,3.1,41,62.0,*18
$D,0311.03,8.0,100,11.7,29.8,5920,36.0,229,3.0,41,60.5,*C7
$D,0311.22,8.0,100,11.8,29.9,5930,36.0,231,2.2,42,59.5,*14
$D,0311.36,8.0,100,11.8,29.8,5930,36.0,231,2.0,43,59.5,*28
$D,0311.39,8.0,100,11.8,29.8,5990,36.0,232,2.0,43,59.5,*E8
$D,0311.53,8.0,100,11.7,29.8,5940,36.0,233,2.1,43,61.0,*AE
$D,0311.57,8.0,100,11.7,29.8,5980,36.0,234,2.2,43,61.0,*67
$D,0311.65,8.0,100,11.7,29.8,5980,36.0,234,2.2,43,61.0,*2F
$D,0311.74,8.0,100,11.8,29.8,6010,36.0,235,2.3,43,62.0,*F5
$D,0311.89,8.0,100,11.8,29.9,5940,36.0,236,2.2,44,62.0,*2E
$D,0311.93,8.0,100,11.7,29.8,5970,36.0,237,2.1,44,62.0,*24
$D,0312.02,8.0,100,11.7,29.8,5990,36.0,237,2.0,44,62.5,*A4
$D,0312.10,8.0,100,11.7,29.8,5970,36.0,238,2.0,44,62.5,*89
$D,0312.19,8.0,100,11.7,29.9,5970,36.0,239,2.2,44,62.5,*3C
$D,0312.28,8.0,100,11.8,29.8,5980,36.0,240,2.4,44,62.0,*2C
$D,0312.43,8.0,100,11.8,29.8,5990,36.0,241,2.4,44,62.0,*D9
$D,0312.52,8.0,100,11.7,29.8,5950,36.0,241,2.2,44,62.0,*8D
$D,0312.55,8.0,100,11.7,29.8,5950,36.0,242,2.0,44,62.0,*33
$D,0312.64,8.0,100,11.7,29.8,5960,36.0,243,2.0,44,62.0,*01
$D,0312.73,8.0,100,11.7,29.8,5960,36.0,243,1.8,45,63.0,*E5
$D,0312.81,8.0,100,11.8,29.8,5950,36.0,244,1.8,45,64.0,*3F
$D,0312.91,8.0,100,11.7,29.8,5980,36.0,245,1.9,45,64.0,*D7
$D,0313.00,8.0,100,11.7,29.8,6040,36.0,246,2.1,45,64.0,*F6
$D,0313.14,8.0,100,11.7,29.8,6020,36.0,246,2.4,45,65.5,*43
$D,0313.18,8.0,100,11.7,29.9,6050,36.0,247,2.7,46,65.5,*F4
$D,0313.31,8.0,100,11.7,29.9,6000,36.0,248,2.9,46,65.5,*C9
$D,0313.41,8.0,100,11.7,29.9,6020,36.0,249,3.1,46,66.0,*31
$D,0313.50,8.0,100,11.7,29.9,6020,36.0,249,3.5,46,66.0,*64
$D,0313.59,8.0,100,11.7,29.8,6010,36.0,250,3.8,46,66.5,*D2
$D,0313.62,8.0,100,11.7,29.9,6020,36.0,251,4.0,47,65.5,*2D
$D,0313.71,8.0,100,11.7,29.9,6020,36.0,251,3.9,47,65.5,*65
$D,0313.80,8.0,100,11.7,29.8,6050,36.0,252,3.8,47,65.5,*D1
$D,0313.95,8.0,100,11.7,29.9,6080,36.0,253,3.8,47,65.5,*E4
$D,0314.03,8.0,100,11.7,29.8,6070,36.0,254,3.8,47, ,*C3
$D,0314.07,8.0,100,11.7,29.9,6090,36.0,255,3.7,48,66.5,*0A
$D,0314.15,8.0,100,11.7,29.9,6090,36.0,255,3.6,48,66.5,*A9
$D,0314.24,8.0,100,11.7,29.9,6050,36.0,256,3.4,48,66.5,*A9
$D,0314.38,8.0,100,11.7,29.9,6040,36.0,257,3.5,49,66.5,*F1
$D,0314.42,8.0,100,11.7,29.8,6000,36.0,258,3.7,49,65.5,*19
$D,0314.52,8.0,100,11.7,29.8,6000,36.0,258,3.5,49,65.5,*20
$D,0314.61,8.0,100,11.7,29.8,6000,36.0,258,3.1,49,64.5,*FF
$D,0314.69,8.0,100,11.7,29.9,5990,37.0,260,3.0,50,64.5,*BE
$D,0314.78,8.0,100,11.7,29.9,6000,37.0,260,2.8,50,63.5,*95
$D,0314.92,8.0,100,11.7,29.8,5990,37.0,261,2.5,51,63.5,*FA
$D,0315.20,8.0,100,11.7,29.9,5980,37.0,263,2.1,52,63.5,*D1
$D,0315.28,8.0,100,11.7,29.8,5940,37.0,264,1.9,52,63.5,*3C
$D,0315.37,8.0,100,11.7,29.8,5940,37.0,265,1.5,52,62.5,*4E
$D,0315.46,8.0,100,11.7,29.7,5930,37.0,265,1.2,52,62.5,*A1
$D,0315.50,8.0,100,11.7,29.8,5970,37.0,266,1.2,53,61.5,*C3
$D,0315.59,8.0,100,11.7,29.8,5950,37.0,267,1.2,53,62.0,*75
$D,0315.68,8.0,100,11.7,29.8,5950,37.0,268,1.2,53,62.5,*71
$D,0315.82,8.0,100,11.7,29.8,5930,37.0,269,1.4,53,62.5,*DB
$D,0315.86,8.0,100,11.7,29.9,5930,37.0,269,1.6,54,62.0,*1D
$D,0315.95,8.0,100,11.7,29.8,6010,37.0,270,1.6,54,62.0,*65
$D,0316.03,8.0,100,11.7,29.8,5970,37.0,271,1.7,54,64.5,*17
$D,0316.13,8.0,100,11.7,29.8,5980,37.0,272,2.0,54,65.5,*7C
$D,0316.22,8.0,100,11.7,29.8,6040,37.0,273,2.7, ,65.5,*3D
$D,0316.31,8.0,100,11.7,29.9,6010,37.0,273,3.2,54,65.5,*EC
$D,0316.45,8.0,100,11.7,29.9,6060,37.0,274,3.4,54,66.0,*6A
$D,0316.48,8.0,100,11.7,29.9,6020,37.0,275,3.4,54,66.5,*47
$D,0316.57,8.0,100,11.7,29.8,6070,37.0,275,3.4,54,67.0,*89
$D,0316.67,8.0,100,11.7,29.8,6070,37.0,276,3.5,54,67.0,*C8
$D,0316.81,8.0,100,11.7,29.8,6110,37.0,277,3.2,54,67.0,*00
$D,0316.85,8.0,100,11.7,29.9,6070,37.0,278,3.0,54,67.0,*3F
$D,0316.93,8.0,100,11.7,29.9,6090,37.0,278,3.3,55,67.5,*A9
$D,0317.02,8.0,100,11.7,29.9,6090,37.0,279,3.2,55,68.0,*07
$D,0317.11,8.0,100,11.7,29.8,6110,37.0,280,2.8,55,68.5,*4B
$D,0317.21,8.0,100,11.7,29.9,6120,37.0,280,2.3,55,69.5,*D4
$D,0317.30,8.0,100,11.7,29.9,6160,37.0,281,2.0,55,71.0,*46
$D,0317.39,8.0,100,11.7,29.9,6150,37.0,282,2.2,55,71.0,*EC
$D,0317.52,8.0,100,11.7,29.9,6130,37.0,283,2.5,55,72.0,*BA
$D,0317.56,8.0,100,11.7,29.8,6180,37.0,284,2.7,55,73.5,*0F
$D,0317.65,8.0,100,11.7,29.8,6170,37.0,284,3.2,55,73.5,*50
$D,0317.75,8.0,100,11.7,29.9,6160,37.0,285,3.8,55,73.5,*E1
$D,0317.83,8.0,100,11.7,29.8,6160,37.0,286,4.1,55,72.5,*DD
$D,0317.92,8.0,100,11.7,29.9,6180,37.0,287,3.8,55,73.0,*28
$D,0318.06,8.0,100,11.7,29.9,6170,37.0,287,3.7,55,73.0,*9D
$D,0318.10,8.0,100,11.7,29.9,6200,37.0,288,3.7,55,73.0,*C4
$D,0318.34,8.0,100,11.7,29.9,6180,37.0,290,3.6,55,71.0,*5D
$D,0318.37,8.0,100,11.7,29.9,6170,37.0,290,2.7,56,69.5,*14
$D,0318.51,8.0,100,11.7,29.9,6190,37.0,291,2.1,56,69.5,*15
$D,0318.55,8.0,100,11.7,29.9,6160,37.0,292,1.6,56,69.5,*D0
$D,0318.68,8.0,100,11.7,29.9,6150,37.0,292,1.0,56,69.5,*A4
$D,0318.78,8.0,100,11.7,29.9,6140,37.0,293,0.6,56, ,*F5
$D,0318.82,8.0,100,11.7,29.9,6110,37.0,294,0.2,56,69.0,*BC
$D,0318.91,8.0,100,11.7,29.9,6120,37.0,295,0.0,56,69.0,*DB
$D,0318.99,8.0,100,11.7,29.9,6120,37.0,295,0.1,57,69.0,*60
$D,0319.08,8.0,100,11.7,29.9,6100,37.0,296,0.2,57,68.0,*1E
$D,0319.17,8.0,100,11.7,29.9,6100,37.0,297,0.2,57,67.0,*C5
$D,0319.32,8.0,100,11.7,29.9,6100,37.0,297,0.0,58,66.5,*82
$D,0319.35,8.0,100,11.7,29.9,6060,37.0,298,0.0,58,66.5,*48
$D,0319.44,8.0,100,11.7,29.9,6090,37.0,299,0.2,58,66.5,*66
$D,0319.58,8.0,100,11.7,29.9,6060,37.0,300,0.7,59,66.5,*C8
$D,0319.67,8.0,100,11.7,29.8,6080,37.0,301,0.9,59,67.0,*64
$D,0319.81,8.0,100,11.7,29.9,6050,37.0,302,1.2,59,67.0,*88
$D,0319.98,8.0,100,11.7,29.9,6040,37.0,304,1.2,60,67.0,*62
$D,0320.12,8.0,100,11.7,29.9,6090,37.0,305,1.3,60,67.5,*35
$D,0320.15,8.0,100,11.7,29.9,6110,37.0,305,1.6,60,67.5,*E7
$D,0320.24,8.0,100,11.7,29.9,6110,37.0,306,2.1,61,68.5,*F4
$D,0320.43,8.0,100,11.7,29.9,6110,37.0,307,3.0,61,67.5,*62
$D,0320.56,8.0,100,11.7,29.9,6080,37.0,308,3.0,61,68.0,*AD
$D,0320.60,8.0,100,11.7,29.9,6110,37.0,309,3.0,62,68.0,*E9
$D,0320.74,7.8,100,11.7,29.9,6110,37.0,310,2.9,62,68.0,*18
$D,0320.92,7.8,100,11.7,29.9,6090,37.0,311,2.7,62,68.0,*D9
$D,0321.01,8.0,100,11.7,29.9,6100,37.0,312,2.6,62, ,*CF
$D,0321.05,8.0,100,11.7,29.9,6080,37.0,312,2.3,62,67.0,*32
$D,0321.14,8.0,100,11.7,29.8,6100,37.0,313,2.0,62,67.0,*80
$D,0321.28,8.0,100,11.7,29.8,6090,37.0,314,1.7,62,67.0,*D5
$D,0321.36,8.0,100,11.7,29.8,6050,37.0,315,1.4,63,67.0,*62
$D,0321.46,8.0,100,11.7,29.9,6110,37.0,315,1.2,63, ,*19
$D,0321.50,8.0,100,11.7,29.9,6080,37.0,316,1.1,63,67.5,*F4
$D,0321.64,8.0,100,11.7,29.9,6080,38.0,317,1.1,63,67.5,*08
$D,0321.67,8.0,100,11.7,29.8,6100,38.0,318,1.0,63,68.0,*57
$D,0321.76,8.0,100,11.7,29.9,6090,38.0,319,1.0,63,68.0,*8C
$D,0321.95,8.0,100,11.7,29.9,6120,38.0,320,1.5,63,67.5,*D5
$D,0322.04,8.0,100,11.7,29.8,6080,38.0,321,1.7,63,67.5,*D6
$D,0322.12,8.0,100,11.7,29.9,6100,38.0,322,1.6,63,68.5,*1E
$D,0322.21,8.0,100,11.7,29.9,6120,38.0,322,1.6,63,68.5,*DA
$D,0322.35,8.0,100,11.7,29.9,6070,38.0,323,1.6,63,68.5,*B9
$D,0322.39,8.0,100,11.7,29.9,6150,38.0,324,1.6,64,68.5,*91
$D,0322.48,8.0,100,11.7,29.8,6150,38.0,325,1.7,64,68.5,*A2
$D,0322.63,8.0,100,11.7,29.9,6110,38.0,325,1.9,64, ,*89
$D,0322.66,8.0,100,11.7,29.9,6130,38.0,326,2.2,64,69.5,*4A
$D,0322.75,8.0,100,11.7,29.9,6130,38.0,327,2.2,64,69.0,*EF
$D,0322.89,8.0,100,11.7,29.9,6150,38.0,327,1.9,64,69.0,*21
$D,0322.93,8.0,100,11.7,29.9,6120,38.0,328,1.8,64,71.0,*CE
$D,0323.02,8.0,100,11.7,29.9,6140,38.0,329,2.3,64,70.5,*06
$D,0323.11,8.0,100,11.7,29.9,6140,38.0,330,2.7,64,70.5,*48
$D,0323.25,8.0,100,11.7,29.9,6150,38.0,330,2.7,65,70.5,*9A
$D,0323.29,8.0,100,11.7,29.9,6160,38.0,331,2.5,65,71.5,*8A
$D,0323.38,8.0,100,11.7,29.9,6150,38.0,332,2.7,65,71.0,*6C
$D,0323.57,8.0,100,11.7,29.9,6170,38.0,333,2.4,65,71.0,*97
$D,0323.65,8.0,100,11.7,29.9,6150,38.0,334,2.0,65,71.0,*A0
$D,0323.79,8.0,100,11.7,29.9,6110,38.0,335,1.9,66,70.5,*60
$D,0323.83,8.0,100,11.7,29.9,6110,38.0,336,2.0,66,70.5,*E0
$D,0323.91,8.0,100,11.7,29.8,6150,38.0,337,1.9,66,71.0,*8C
$D,0324.00,8.0,100,11.7,29.9,6150,38.0,337,1.7,66,71.0,*4D
$D,0324.09,8.0,100,11.7,29.9,6150,38.0,338,1.7,66,71.5,*06
$D,0324.19,8.0,100,11.7,29.9,6140,38.0,339,1.9,66,70.5,*BA
$D,0324.28,8.0,100,11.7,29.9,6150,38.0,339,2.0,67,70.5,*C1
$D,0324.36,8.0,100,11.7,29.9,6140,38.0,340,1.7,67,71.0,*71
$D,0324.45,8.0,100,11.7,29.9,6090,38.0,341,1.5,67,71.0,*58
$D,0324.54,8.0,100,11.7,29.9,6100,38.0,342,1.6,67,71.0,*AB
$D,0324.63,8.0,100,11.7,29.9,6140,38.0,342,1.8,67,71.0,*98
$D,0324.86,8.0,100,11.7,29.9,6150,38.0,344,2.5,68,73.0,*28
$D,0324.90,8.0,100,11.7,29.9,6160,38.0,345,3.1,68,73.5,*A0
$D,0325.04,8.0,100,11.7,29.9,6170,38.0,345,3.4,68,73.5,*1D
$D,0325.08,8.0,100,11.7,29.9,6150,38.0,346,3.0,68,73.5,*2C
$D,0325.16,8.0,100,11.7,29.9,6160,38.0,347,2.6,68,71.0,*CC
$D,0325.32,8.0,100,11.7,29.9,6170,38.0,348,2.5,69,71.0,*E0
$D,0325.35,8.0,100,11.7,29.9,6160,38.0,349,2.4,69,71.0,*42
$D,0325.44,8.0,100,11.7,29.8,6140,38.0,349,2.2,69,71.0,*7C
$D,0325.53,8.0,100,11.7,29.9,6170,38.0,350,2.4,69,71.5,*C9
$D,0325.62,8.0,100,11.7,29.9,6190,38.0,351,2.6,69,70.5,*E3
$D,0325.70,8.0,100,11.7,29.9,6160,38.0,352,2.9,70,71.5,*47
$D,0325.80,8.0,100,11.7,29.9,6150,38.0,352,2.7,70,72.0,*42
$D,0325.89,8.0,100,11.7,29.9,6140,38.0,353,2.5,70,71.5,*F8
$D,0326.07,8.0,100,11.7,29.9,6120,38.0,354,2.7,72,70.5,*7C
$D,0326.21,8.0,100,11.7,29.9,6070,38.0,355,3.1,72,70.0,*21
$D,0326.24,8.0,100,11.7,29.9,6080,38.0,356,3.6,73,70.0,*5B
$D,0326.34,8.0,100,11.7,29.9,6090,38.0,357,3.7,73,68.5,*B6
$D,0326.43,7.9,100,11.7,29.9,6070,38.0,357,3.8,74,68.5,*AD
$D,0326.57,7.9,100,11.7,29.9,6040,38.0,358,3.8,74,68.5,*26
$D,0326.66,7.9,100,11.7,29.9,6050,38.0,359,3.5,75,68.5,*0B
$D,0326.69,8.0,100,11.6,29.8,6060,38.0,359,3.2,75,66.0,*F6
$D,0326.78,8.0,100,11.6,29.9,6030,38.0,360,2.9,75,66.0,*CF
$D,0326.93,8.0,100,11.7,29.9,6080,38.0,361,3.0,75,68.0,*41
$D,0326.97,8.0,100,11.7,29.9,6050,38.0,362,3.2, ,68.0,*9E
$D,0327.05,8.0,100,11.7,29.9,6120,38.0,363,3.5, ,68.0,*EC
$D,0327.14,8.0,100,11.7,29.8,6070,38.0,363,4.1,78,67.5,*27
$D,0327.28,8.0,100,11.6,29.9,6030,38.0,364,4.4,78,67.5,*69
$D,0327.32,8.0,100,11.6,29.8,6050,38.0,365,4.4,79,65.0,*C4
$D,0327.42,8.0,100,11.7,29.9,5990,38.0,366,4.4,79,65.0,*F6
$D,0327.56,8.0,100,11.7,29.8,6040,38.0,366,4.3,80,66.0,*32
$D,0327.69,8.0,100,11.7,29.8,6030,38.0,368,5.1,81,66.5,*AE
$D,0327.77,8.0,100,11.6,29.8,6050,38.0,369,5.8,81,66.5,*EF
$D,0327.92,8.0,100,11.6,29.9,6050,38.0,369,6.4,82,66.5,*9A
$D,0327.96,8.0,100,11.7,29.9,6050,38.0,370,6.5,82,66.5,*43
$D,0328.10,8.0,100,11.7,29.9,6050,38.0,371,6.1,83,66.0,*89
$D,0328.18,8.0,100,11.7,29.9,5990,38.0,371,5.2,83,65.0,*5C
$D,0328.27,8.0,100,11.7,29.9,5990,38.0,371,4.5,84,65.0,*41
$D,0328.36,8.0,100,11.6,29.8,5980,38.0,373,4.2,84,65.0,*B4
$D,0328.50,8.0,100,11.6,29.8,5980,38.0,374,4.3,85,63.5,*A7
$D,0328.63,8.0,100,11.7,29.8,5960,38.0,375,3.9,85,63.5,*36
$D,0328.67,8.0,100,11.6,29.8,5940,39.0,376,3.4,85,62.0,*C4
$D,0328.76,8.0,100,11.6,29.8,5940,39.0,376,2.8,85,62.5,*3C
$D,0328.85,8.0,100,11.6,29.8,5920,39.0,378,1.7,85,62.5,*45
$D,0328.94,8.0,100,11.6,29.7,5940,39.0,378,1.0,86,63.5,*AD
$D,0329.03,8.0,100,11.7,29.9,5950,39.0,379,1.0,87,63.5,*EC
$D,0329.12,8.0,100,11.7,29.9,5980,39.0,380,1.4,87,63.5,*3D
$D,0329.21,8.0,100,11.6,29.8,5990,39.0,381,2.0,88,63.5,*DD
$D,0329.35,8.0,100,11.6,29.8,5940,39.0,381,2.6,88,63.5,*DD
$D,0329.39,8.0,100,11.6,29.8,5970,39.0,382,3.0,88,63.5,*1F
$D,0329.47,8.0,100,11.6,29.8,5960,39.0,383,3.3,89,63.5,*46
$D,0329.62,8.0,100,11.6,29.8,5950,39.0,384,3.6,89,63.5,*46
$D,0329.71,8.0,100,11.6,29.8,5930,39.0,384,3.7,89,63.5,*12
$D,0329.80,8.0,100,11.6,29.8,5960,39.0,385,3.9,90,62.5,*AD
$D,0329.89,8.0,100,11.6,29.8,5940,39.0,386,3.9,90,62.0,*4B
$D,0329.92,8.0,100,11.6,29.8,5930,39.0,386,3.5,90,61.5,*07
$D,0330.07,8.0,100,11.6,29.8,5950,39.0,387,3.1,90,61.5,*DE
$D,0330.20,8.0,100,11.6,29.8,5950,39.0,387,2.2,90,61.0,*51
$D,0330.29,8.0,100,11.6,29.8,5890,39.0,389,1.8,91,60.5,*65
$D,0330.37,8.0,100,11.6,29.9,5900,39.0,390,1.4,91,60.0,*E3
$D,0330.51,8.0,100,11.6,29.8,5870,39.0,391,1.0,91,60.5,*57
$D,0330.61,8.0,100,11.6,29.9,5940,39.0,392,0.9,92,60.5,*0D
$D,0330.96,8.0,100,11.6,29.9,5930,39.0,395,1.8,93,62.0,*7B
$D,0331.00,8.0,100,11.6,29.8,5890,39.0,396,1.9,93,61.0,*96
$D,0331.15,8.0,100,11.6,29.9,5930,39.0,396,2.0,93,61.0,*73
$D,0331.24,8.0,100,11.6,29.9,5930,39.0,396,2.1,93,62.0,*3C
$D,0331.27,8.0,100,11.6,29.9,5890,39.0,398,2.1,93,62.0,*84
$D,0331.41,8.0,100,11.6,29.9,5920,39.0,398,2.2,93,61.0,*99
$D,0331.50,8.0,100,11.6,29.9,5920,39.0,399,2.2,93,61.0,*5E
$D,0331.54,8.0,100,11.6,29.8,5890,39.0,400,2.1,93,61.0,*52
$D,0331.62,8.0,100,11.6,29.9,5920,39.0,401,1.8,93,61.0,*9F
$D,0331.86,8.0,100,11.6,29.9,5920,39.0,402,1.3,94,62.5,*10
$D,0332.08,8.0,100,11.6,29.9,5920,39.0,404,1.1,94,61.5,*50
$D,0332.16,8.0,100,11.6,29.9,5930,39.0,405,0.8,94,62.0,*3A
$D,0332.31,8.0,100,11.6,29.9,5930,39.0,406,0.6,94,62.0,*95
$D,0332.39,8.0,100,11.6,29.9,5940,39.0,407,0.6,94,63.5,*94
$D,0332.43,7.8,100,11.6,29.8,5940,39.0,407,0.6,94,63.5,*05
$D,0332.57,7.8,100,11.6,29.8,5950,39.0,408,0.7,94,63.5,*DA
$D,0332.61,7.8,100,11.6,29.9,5950,39.0,409,0.9,94,65.0,*0B
$D,0332.76,8.0,100,11.6,29.9,6000,39.0,410,1.1,94,65.0,*B3
$D,0332.85,8.0,100,11.6,29.8,5960,39.0,411,1.2,94,65.0,*EC
$D,0332.93,8.0,100,11.6,29.8,5980,39.0,411,1.2,94,65.0,*7C
$D,0332.97,8.0,100,11.6,29.8,5980,39.0,412,1.2,94,65.0,*23
$D,0333.06,8.0,100,11.6,29.8,5970,39.0,413,1.3,93,65.0,*9D
$D,0333.14,8.0,100,11.6,29.8,5950,39.0,413,1.4,93,64.5,*51
$D,0333.29,8.0,100,11.6,29.8,5950,39.0,414,1.2,93,65.0,*5B
$D,0333.33,8.0,100,11.6,29.8,5980,39.0,415,1.1,93,65.0,*E1
$D,0333.42,8.0,100,11.6,29.8,6020,39.0,416,0.9,93,64.5,*C0
$D,0333.51,8.0,100,11.6,29.9,6020,39.0,416,0.7,93,64.0,*2A
$D,0333.59,8.0,100,11.6,29.9,5970,39.0,417,0.4,93,64.0,*0D
$D,0333.73,8.0,100,11.6,29.9,5950,39.0,418,0.2,93,65.5,*C5
$D,0333.77,8.0,100,11.6,29.8,5990,39.0,418,0.2,94,65.5,*92
$D,0333.92,8.0,100,11.6,29.8,5970,39.0,419,0.4,94,66.5,*73
$D,0334.05,8.0,100,11.6,29.8,6000,39.0,420,1.0,94,66.0,*AF
$D,0334.13,8.0,100,11.6,29.8,5940,39.0,421,0.9,94,66.0,*7C
$D,0334.22,8.0,100,11.6,29.7,6000,39.0,422,0.9,94,66.0,*46
$D,0334.37,8.0,100,11.6,29.8,5960,39.0,423,1.0,94,66.0,*DD
