a,b,c,d,e,f,g,h,i,j,k,l,m
$D,0033.24,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*E2
$D,0033.32,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*34
$D,0033.46,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*2E
$D,0033.49,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*95
$D,0033.58,8.2,100,12.5,0.0,000,28.0,0,0.0,0, ,*49
$D,0033.73,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*1E
$D,0033.82,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D2
$D,0033.91,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*89
$D,0033.95,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*5F
$D,0034.09,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*60
$D,0034.18,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*A1
$D,0034.27,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*00
$D,0034.31,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*07
$D,0034.40,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D3
$D,0034.58,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*58
$D,0034.66,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*59
$D,0034.76,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*8E
$D,0034.90,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*AE
$D,0034.93,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*42
$D,0035.07,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*F4
$D,0035.11,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*DA
$D,0035.20,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*6E
$D,0035.35,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*77
$D,0035.39,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*DC
$D,0035.53,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*B1
$D,0035.56,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*79
$D,0035.65,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*4E
$D,0035.80,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*99
$D,0035.84,8.2,100,12.4,0.0,000,28.0,0,0.0,0, ,*BF
$D,0035.98,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*44
$D,0036.02,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*E6
$D,0036.10,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*CF
$D,0036.24,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*43
$D,0036.34,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*2B
$D,0036.43,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EA
$D,0036.47,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*47
$D,0036.55,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*70
$D,0036.64,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*AA
$D,0036.73,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*F4
$D,0036.92,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*52
$D,0037.06,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*D1
$D,0037.19,8.2,100,12.4,0.0,000,28.0,0,-0.1,0,0.0,*01
$D,0037.32,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*35
$D,0037.36,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*CA
$D,0037.51,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*82
$D,0037.59,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*3E
$D,0037.63,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EC
$D,0037.72,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*C4
$D,0037.81,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*76
$D,0037.89,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*7D
$D,0037.99,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*A9
$D,0038.08,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*FA
$D,0038.17,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*7C
$D,0038.26,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*77
$D,0038.40,8.2,100,12.4,0.0,000,28.0,0,0.0,0, ,*5F
$D,0038.43,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EC
$D,0038.58,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*4D
$D,0038.62,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*09
$D,0038.71,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*CD
$D,0038.85,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*0A
$D,0038.88,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*00
$D,0038.97,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D1
$D,0039.21,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*19
$D,0039.39,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*A8
$D,0039.42,8.2,100,12.4,0.0,000,28.0,0,0.1,0,0.0,*02
$D,0039.57,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*2E
$D,0039.61,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*E5
$D,0039.70,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*AC
$D,0039.97,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*FE
$D,0040.11,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*43
$D,0040.15,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*1A
$D,0040.33,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D0
$D,0040.41,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*01
$D,0040.50,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*27
$D,0040.65,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*A5
$D,0040.78,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*4F
$D,0041.09,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*CD
$D,0041.19,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*13
$D,0041.22,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D3
$D,0041.37,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*C7
$D,0041.40,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*11
$D,0041.49,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*26
$D,0041.63,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*A1
$D,0041.66,8.2,100,12.4,0.0,000,28.0,0,0.0,0, ,*0A
$D,0041.76,8.2,100,12.5,0.0,000,28.0,0,0.0,0, ,*D4
$D,0041.90,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*7F
$D,0041.94,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*89
$D,0042.12,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*69
$D,0042.27,8.2,100,12.4,0.0,000,28.0,0,0.0, ,0.0,*48
$D,0042.30,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*AD
$D,0042.39,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*7D
$D,0042.48,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*41
$D,0042.57,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*95
$D,0042.66,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D9
$D,0042.81,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*43
$D,0042.84,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*6F
$D,0042.93,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*87
$D,0043.02,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*B4
$D,0043.11,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*11
$D,0043.20,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*2B
$D,0043.35,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D3
$D,0043.44,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*09
$D,0043.47,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*25
$D,0043.56,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*9D
$D,0043.70,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*9A
$D,0043.74,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*53
$D,0043.89,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*68
$D,0043.97,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*87
$D,0044.06,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*57
$D,0044.10,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*03
$D,0044.33,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*8E
$D,0044.36,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*30
$D,0044.51,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*08
$D,0044.60,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*C7
$D,0044.64,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*73
$D,0044.73,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*54
$D,0044.81,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*8E
$D,0044.90,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*E0
$D,0045.00,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*13
$D,0045.09,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*35
$D,0045.23,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*E3
$D,0045.27,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*E9
$D,0045.35,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*2B
$D,0045.50,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*80
$D,0045.54,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*B3
$D,0045.68,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*64
$D,0045.77,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*7B
$D,0045.86,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*DF
$D,0045.89,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*D8
$D,0045.98,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*06
$D,0046.17,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*91
$D,0046.31,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*6B
$D,0046.40,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*4C
$D,0046.43,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*A2
$D,0046.52,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EF
$D,0046.85,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*DA
$D,0046.89,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*2D
$D,0046.98,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*75
$D,0047.06,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D6
$D,0047.16,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*ED
$D,0047.25,8.2,100,12.4,0.0,000,28.0,0,-0.1,0,0.0,*7F
$D,0047.34,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*70
$D,0047.43,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*E1
$D,0047.52,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D1
$D,0047.60,8.2,100,12.5,0.0,000,28.0,0,-0.1,0,0.0,*52
$D,0047.70,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*6F
$D,0047.88,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*BE
$D,0047.97,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*69
$D,0048.20,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EE
$D,0048.29,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*6F
$D,0048.47,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*93
$D,0048.50,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*9A
$D,0048.59,8.2,100,12.4,0.0,000,28.0,0,0.1,0,0.0,*5B
$D,0048.68,8.1,100,12.4,0.0,000,28.0,0,0.1,0,0.0,*1B
$D,0048.78,8.1,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*C1
$D,0048.87,8.1,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*90
$D,0048.95,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*78
$D,0049.13,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EB
$D,0049.22,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*90
$D,0049.37,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*21
$D,0049.46,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EC
$D,0049.49,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*A8
$D,0049.67,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*16
$D,0049.76,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*B7
$D,0049.86,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*81
$D,0050.04,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*22
$D,0050.12,8.2,100,12.5,0.0,000,28.0,0,0.0,0, ,*62
$D,0050.26,8.2,100,12.4,0.0,000,28.0,0,0.0,0, ,*37
$D,0050.30,8.2,100,12.4,0.0,000,28.0,0,0.0,0, ,*C7
$D,0050.40,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*10
$D,0050.53,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*BE
$D,0050.57,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*09
$D,0050.66,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*42
$D,0050.75,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*96
$D,0050.84,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*C4
$D,0050.93,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*20
$D,0051.08,8.2,100,12.5,0.0,000,28.0,0,0.0,0, ,*8C
$D,0051.16,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*85
$D,0051.20,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*AE
$D,0051.29,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*58
$D,0051.38,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*F0
$D,0051.48,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*CE
$D,0051.62,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*11
$D,0051.70,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*60
$D,0051.83,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EA
$D,0051.91,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*70
$D,0052.01,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*3D
$D,0052.10,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*93
$D,0052.24,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*57
$D,0052.33,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*35
$D,0052.37,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*CA
$D,0052.52,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*92
$D,0052.56,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*2D
$D,0052.64,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*06
$D,0052.73,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*AE
$D,0052.87,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*18
$D,0052.91,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*01
$D,0053.00,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*D2
$D,0053.10,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*E3
$D,0053.18,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*23
$D,0053.27,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*24
$D,0053.36,8.2,100,12.4,0.0,000,28.0,0,0.0,0, ,*62
$D,0053.45,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*B9
$D,0053.53,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*11
$D,0053.68,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*69
$D,0053.72,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*BB
$D,0053.86,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*E6
$D,0053.89,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*1B
$D,0053.98,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*BB
$D,0054.13,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*8B
$D,0054.17,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*3C
$D,0054.26,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*4E
$D,0054.35,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*80
$D,0054.44,8.2,100,12.5,0.0,000,28.0,0,0.0, ,0.0,*32
$D,0054.52,8.2,100,12.4,0.0,000,28.0,0,0.0, ,0.0,*CA
$D,0054.61,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*6A
$D,0054.71,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*C8
$D,0054.80,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*88
$D,0054.89,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*1C
$D,0054.98,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*4E
$D,0055.26,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*2F
$D,0055.34,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*60
$D,0055.48,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*B8
$D,0055.52,8.2,100,12.5,0.0,000,28.0,0,-0.1,0,0.0,*09
$D,0055.75,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*A0
$D,0055.84,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*8D
$D,0055.93,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*6D
$D,0055.97,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*43
$D,0056.11,8.2,100,12.5,0.0,000,28.0,0,0.1,0,0.0,*80
$D,0056.14,8.2,100,12.4,0.0,000,28.0,0,0.1,0,0.0,*5D
$D,0056.23,8.2,100,12.5,0.0,000,28.0,0,0.1,0,0.0,*56
$D,0056.33,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*FB
$D,0056.42,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*A8
$D,0056.51,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*1A
$D,0056.60,8.2,100,12.5,0.0,000,28.0,0,0.1,0,0.0,*23
$D,0056.73,8.2,100,12.4,0.0,000,28.0,0,0.1,0,0.0,*AB
$D,0056.77,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*F5
$D,0056.87,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*61
$D,0057.01,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*CF
$D,0057.05,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*84
$D,0057.14,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*51
$D,0057.27,8.2,100,12.4,0.0,000,28.0,0,-0.1,0,0.0,*19
$D,0057.31,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*C0
$D,0057.41,8.2,100,12.4,0.0,000,28.0,0,0.0,0, ,*53
$D,0057.55,8.2,100,12.4,0.0,000,28.0,0,0.0,0, ,*F4
$D,0057.59,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*79
$D,0057.73,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*B8
$D,0057.76,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*93
$D,0057.91,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*2A
$D,0058.04,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*F0
$D,0058.18,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*31
$D,0058.31,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*F2
$D,0058.45,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*E0
$D,0058.49,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*2F
$D,0058.63,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*09
$D,0058.67,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*C1
$D,0058.75,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*66
$D,0058.84,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*5A
$D,0058.93,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*B4
$D,0059.03,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*F4
$D,0059.12,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*37
$D,0059.34,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*F0
$D,0059.38,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*C3
$D,0059.53,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*27
$D,0059.62,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*78
$D,0059.65,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*B8
$D,0059.79,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*6F
$D,0059.83,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*28
$D,0059.92,8.2,100,12.4,0.0,000,28.0,0,0.0, ,0.0,*5E
$D,0060.00,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*FC
$D,0060.10,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*4F
$D,0060.24,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*41
$D,0060.28,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*CB
$D,0060.37,8.1,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*81
$D,0060.51,8.1,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*49
$D,0060.54,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*7C
$D,0060.70,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*B4
$D,0060.73,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*67
$D,0060.87,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*44
$D,0060.96,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EA
$D,0061.00,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*AA
$D,0061.09,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*61
$D,0061.18,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*28
$D,0061.27,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*DB
$D,0061.41,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*6B
$D,0061.50,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*41
$D,0061.54,8.2,100,12.5,0.0,000,28.0,0,0.0, ,0.0,*6F
$D,0061.62,8.2,100,12.5,0.0,000,28.0,0,0.0, ,0.0,*34
$D,0061.77,8.2,100,12.4,0.0,000,28.0,0,0.0, ,0.0,*AF
$D,0061.81,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*79
$D,0061.95,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*90
$D,0062.04,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*46
$D,0062.07,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*17
$D,0062.16,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*D1
$D,0062.36,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*08
$D,0062.44,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*26
$D,0062.53,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EC
$D,0062.67,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EC
$D,0062.70,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*36
$D,0062.85,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*99
$D,0062.94,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*EA
$D,0062.98,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*5B
$D,0063.12,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*52
$D,0063.15,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*F4
$D,0063.24,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*F9
$D,0063.34,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*2B
$D,0063.43,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*7C
$D,0063.51,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*BD
$D,0063.60,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*F3
$D,0063.80,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*1D
$D,0063.88,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*EB
$D,0063.96,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*BA
$D,0064.05,8.1,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*04
$D,0064.14,8.1,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*D5
$D,0064.23,8.1,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*E6
$D,0064.47,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*59
$D,0064.56,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*DD
$D,0064.64,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*FA
$D,0064.68,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*3A
$D,0064.76,8.2,100,12.4,0.0,000,28.0,0,0.0,0,0.0,*13
$D,0064.85,8.2,100,12.5,0.0,000,28.0,0,0.0,0,0.0,*A6
