payload;span;aspect_ratio;airfoil;total mass;take_off_length;climb_height;efficiency_points;distance;score_payload;score_efficiency;score_distance;b_loading;penalty_current;take_off_factor;penalty_round;score_round;score_round_corrected
2.55;3;10; ag45c;4.768616398;11.66575576;82.06820191;0.651642838;2660.833202;425;880.5984303;831.5103755;54.66666667;0;1.05;0;805.388082;805.388082
3.06;2;12; ag45c;4.693816051;43.44976347;74.14093919;0.598256432;2993.060689;510;808.4546375;935.3314654;54.66666667;0;1;0;805.928701;805.928701
2.55;2.5;8; ag45c;4.557707676;12.45165962;85.95159459;0.646417892;2709.155564;425;873.5376916;846.6111138;54.66666667;0;1.05;0;808.2020819;808.2020819
1.53;1.5;14; ag45c;2.824536075;28.22043428;100;0.667107962;3166.81562;255;901.4972454;989.6298811;54.66666667;0;1.05;0;808.5444943;808.5444943
2.04;2;16; ag45c;3.603653785;30.73627178;100;0.626893114;3073.519997;340;847.1528562;960.4749992;54.66666667;0;1.05;0;809.0697494;809.0697494
2.55;1.5;10; ag45c;3.927412621;48.45515435;89.70196141;0.646210946;3090.086871;425;873.2580348;965.6521473;54.66666667;0;1;0;809.303394;809.303394
4.08;2;8; ag45c;5.854658433;55.75898891;47.99632973;0.515652109;2839.438222;680;696.8271745;887.3244443;54.66666667;0;1;0;809.3838729;809.3838729
5.1;3.5;10; ag45c;7.990023237;51.23695138;29.8248926;0.472706334;2483.399173;850;638.7923428;776.0622415;54.66666667;0;1;0;809.6181948;809.6181948
4.59;3.5;12; ag45c;7.316126155;44.11594966;37.33972025;0.514219032;2576.432941;765;694.8905838;805.135294;54.66666667;0;1;0;809.6752926;809.6752926
4.08;3.5;16; ag45c;6.924092023;56.65427347;39.32575782;0.552828209;2687.982012;680;747.0651468;839.9943788;54.66666667;0;1;0;810.3531752;810.3531752
1.53;1.5;16; ag45c;2.862483096;33.65855918;100;0.668604837;3178.652576;255;903.5200501;993.32893;54.66666667;0;1.05;0;810.547143;810.547143
4.08;3.5;10; ag45c;6.857977974;26.47653502;45.61419209;0.512394084;2494.246771;680;692.4244376;779.4521158;54.66666667;0;1.05;0;810.5567937;810.5567937
2.55;3.5;14; ag45c;4.941480711;13.84944722;78.45633695;0.65518168;2695.995929;425;885.3806487;842.4987278;54.66666667;0;1.05;0;810.9077818;810.9077818
2.04;3.5;16; ag45c;4.32510676;10.40978001;94.652219;0.705197013;2754.674532;340;952.9689368;860.8357914;54.66666667;0;1.05;0;811.2316548;811.2316548
3.06;1.5;8; ag45c;4.493005245;51.22999444;73.11129645;0.604488426;3020.870673;510;816.8762513;944.0220855;54.66666667;0;1;0;811.6327789;811.6327789
4.08;3;8; ag45c;6.632796585;25.20294769;47.7069564;0.510638826;2517.99912;680;690.0524674;786.8747249;54.66666667;0;1.05;0;812.3245173;812.3245173
3.06;3;10; ag45c;5.331441661;15.10388528;69.74140595;0.605760698;2656.780118;510;818.5955373;830.2437868;54.66666667;0;1.05;0;812.9937634;812.9937634
5.1;3;8; ag45c;7.74139448;48.38038324;31.66142795;0.477033424;2500.732992;850;644.6397624;781.4790599;54.66666667;0;1;0;813.3729408;813.3729408
3.06;2;14; ag45c;4.732555437;58.38854194;69.57047711;0.608970822;3019.951016;510;822.9335429;943.7346925;54.66666667;0;1;0;813.5560785;813.5560785
2.04;3;12; ag45c;4.106960658;11.13969588;100;0.713304434;2760.957769;340;963.924911;862.7993029;54.66666667;0;1.05;0;815.7534748;815.7534748
3.57;2.5;14; ag45c;5.541843975;51.28449151;56.81139878;0.581341462;2897.667721;595;785.5965702;905.5211627;54.66666667;0;1;0;816.705911;816.705911
2.04;2.5;10; ag45c;3.872449097;12.05544787;100;0.700890768;2829.81388;340;947.1496866;884.3168376;54.66666667;0;1.05;0;817.4132835;817.4132835
2.04;1.5;10; ag45c;3.37950841;27.90454029;100;0.636021351;3111.938428;340;859.4883119;972.4807588;54.66666667;0;1.05;0;817.5891747;817.5891747
3.57;3.5;12; ag45c;6.157554576;22.45408778;56.01996042;0.563577574;2609.518244;595;761.5913159;815.4744512;54.66666667;0;1.05;0;817.6230185;817.6230185
3.06;2.5;8; ag45c;5.11840136;19.1565649;71.20330882;0.60527922;2710.1495;510;817.9448918;846.9217186;54.66666667;0;1.05;0;818.6033136;818.6033136
3.06;3.5;14; ag45c;5.544805974;19.99021933;65.34145795;0.612162849;2681.410148;510;827.2470937;837.9406712;54.66666667;0;1.05;0;818.7157177;818.7157177
2.04;2;8; ag45c;3.68198896;12.89344338;100;0.6898389;2896.924797;340;932.2147297;905.2889991;54.66666667;0;1.05;0;819.5263051;819.5263051
2.55;3.5;16; ag45c;4.943353076;16.89920882;77.81201959;0.663047161;2744.010111;425;896.0096773;857.5031598;54.66666667;0;1.05;0;819.879493;819.879493
3.57;2.5;12; ag45c;5.505207718;38.63133099;60.45354591;0.516587335;2836.444238;595;698.0909937;886.3888244;54.66666667;0;1.05;0;820.2179363;820.2179363
4.59;3.5;14; ag45c;7.34649229;57.76105573;34.49634021;0.526319023;2628.70636;765;711.2419224;821.4707376;54.66666667;0;1;0;820.5708867;820.5708867
4.08;3;12; ag45c;6.383840658;40.81603338;48.39185372;0.572661346;2701.606421;680;773.8666832;844.2520066;54.66666667;0;1;0;820.7062299;820.7062299
2.04;1.5;12; ag45c;3.370823844;38.90906909;100;0.638007521;3139.081647;340;862.1723258;980.9630146;54.66666667;0;1.05;0;821.4973691;821.4973691
3.57;2;10; ag45c;5.25273358;50.55904234;59.98964571;0.585423886;2928.358452;595;791.1133597;915.1120162;54.66666667;0;1;0;821.741792;821.741792
2.55;3;12; ag45c;4.661259605;15.06979509;84.1356042;0.670704627;2754.478389;425;906.3576039;860.7744967;54.66666667;0;1.05;0;824.6462352;824.6462352
3.06;3.5;16; ag45c;5.558283602;23.17745678;64.60498456;0.616279392;2727.336565;510;832.8099891;852.2926767;54.66666667;0;1.05;0;825.685933;825.685933
2.04;3;14; ag45c;4.054967354;11.36878243;100;0.722082543;2820.846486;340;975.7872209;881.5145269;54.66666667;0;1.05;0;826.4556117;826.4556117
3.57;3;10; ag45c;5.885740609;24.18700474;57.66883199;0.573352856;2654.756929;595;774.8011564;829.6115404;54.66666667;0;1.05;0;827.1944439;827.1944439
2.55;2;12; ag45c;4.122464472;30.49887407;93.5759121;0.617541646;3014.258302;425;834.5157375;941.9557195;54.66666667;0;1.05;0;827.9150099;827.9150099
3.57;3.5;14; ag45c;6.129894395;28.99742216;53.97124835;0.573796369;2665.058654;595;775.4004981;832.8308295;54.66666667;0;1.05;0;828.5309647;828.5309647
4.59;2.5;8; ag45c;6.755482413;47.50221109;40.54808421;0.538161171;2654.582052;765;727.2448255;829.5568913;54.66666667;0;1;0;828.6005723;828.6005723
4.08;3;14; ag45c;6.414268406;52.16543951;45.75957912;0.581443881;2748.899861;680;785.7349747;859.0312065;54.66666667;0;1;0;829.5887271;829.5887271
2.04;2.5;12; ag45c;3.808916139;12.3601925;100;0.71254442;2891.638492;340;962.8978653;903.6370286;54.66666667;0;1.05;0;829.6872129;829.6872129
4.08;2.5;12; ag45c;6.065901403;57.21916407;47.1775669;0.560978173;2840.785138;680;758.0786122;887.7453557;54.66666667;0;1;0;829.9413227;829.9413227
3.06;3;12; ag45c;5.2411375;21.78804824;69.78727645;0.623515019;2738.952954;510;842.5878631;855.9227981;54.66666667;0;1.05;0;830.3787314;830.3787314
4.59;3.5;10; ag45c;7.416540079;36.48675933;37.56752652;0.490898079;2500.096579;765;663.3757822;781.280181;54.66666667;0;1.05;0;830.7795871;830.7795871
2.55;1.5;8; ag45c;3.957890509;32.1418087;94.68429135;0.619662206;3049.917029;425;837.3813591;953.0990715;54.66666667;0;1.05;0;832.8181507;832.8181507
4.59;3;8; ag45c;7.174306058;35.81190962;39.17191173;0.491635338;2518.771756;765;664.3720778;787.1161737;54.66666667;0;1.05;0;833.170888;833.170888
4.08;3.5;12; ag45c;6.745958786;30.49993483;46.61515933;0.537814952;2593.351471;680;726.776962;810.4223347;54.66666667;0;1.05;0;833.4197538;833.4197538
4.08;2.5;10; ag45c;6.098644886;44.10038833;49.44328538;0.588007146;2757.368739;680;794.6042508;861.6777308;54.66666667;0;1;0;833.4273272;833.4273272
2.04;3;16; ag45c;4.040656612;14.69417869;100;0.72914514;2858.124123;340;985.3312701;893.1637883;54.66666667;0;1.05;0;833.8732704;833.8732704
4.59;3;12; ag45c;6.959455395;59.95527388;37.36317414;0.54626911;2681.475155;765;738.2014998;837.960986;54.66666667;0;1;0;835.0541619;835.0541619
3.57;2.5;8; ag45c;5.658963465;25.77004957;59.78485668;0.581981061;2691.877206;595;786.4608926;841.2116268;54.66666667;0;1.05;0;835.3353818;835.3353818
2.04;2;10; ag45c;3.60025779;17.05592814;100;0.707828599;2966.904709;340;956.5251333;927.1577216;54.66666667;0;1.05;0;835.6889992;835.6889992
2.55;2.5;10; ag45c;4.43077436;16.19808042;89.08164473;0.680969203;2813.855307;425;920.2286522;879.3297835;54.66666667;0;1.05;0;835.9954525;835.9954525
2.04;1.5;8; ag45c;3.412117877;22.69770841;100;0.689651318;3050.802227;340;931.9612404;953.3756961;54.66666667;0;1.05;0;836.2679278;836.2679278
2.55;3;14; ag45c;4.622055775;18.60063117;84.37782605;0.683748298;2804.43515;425;923.9841864;876.3859843;54.66666667;0;1.05;0;836.2795597;836.2795597
3.57;3.5;16; ag45c;6.231240444;35.13849959;52.54590459;0.581751303;2707.75962;595;786.1504101;846.1748813;54.66666667;0;1.05;0;836.963852;836.963852
2.04;2.5;14; ag45c;3.788710291;16.00129493;100;0.725298007;2932.726054;340;980.1324416;916.476892;54.66666667;0;1.05;0;840.2132668;840.2132668
2.55;3;16; ag45c;4.658902928;22.01052248;82.74874978;0.686651664;2843.695149;425;927.9076535;888.6547341;54.66666667;0;1.05;0;841.9468357;841.9468357
3.06;3;14; ag45c;5.210459985;25.5571501;69.65063134;0.635910231;2791.14875;510;859.3381494;872.2339842;54.66666667;0;1.05;0;841.9502468;841.9502468
3.06;2.5;10; ag45c;4.987915412;23.4689631;73.55893873;0.635099287;2799.739033;510;858.2422801;874.9184478;54.66666667;0;1.05;0;842.5062548;842.5062548
2.55;2;8; ag45c;4.224919486;17.31756534;93.38390256;0.681947404;2879.147272;425;921.5505459;899.7335224;54.66666667;0;1.05;0;843.5994239;843.5994239
3.57;3;12; ag45c;5.803962763;28.21473942;58.54734799;0.594091293;2720.769705;595;802.8260718;850.2405327;54.66666667;0;1.05;0;844.2233116;844.2233116
4.08;3;10; ag45c;6.440039556;33.07232002;48.93688092;0.55247411;2637.197119;680;746.5866355;824.1240997;54.66666667;0;1.05;0;845.1487573;845.1487573
2.04;2.5;16; ag45c;3.802221078;19.85167175;100;0.733316477;2964.466712;340;990.9682127;926.3958474;54.66666667;0;1.05;0;847.477421;847.477421
3.06;3;16; ag45c;5.274307139;32.68950248;66.95518455;0.640178514;2824.64851;510;865.1061006;882.7026593;54.66666667;0;1.05;0;847.633066;847.633066
2.55;2.5;12; ag45c;4.376715087;20.08716629;89.84127395;0.700659202;2874.169183;425;946.8367597;898.1778696;54.66666667;0;1.05;0;851.9051203;851.9051203
3.06;2.5;14; ag45c;4.938518712;35.97793476;72.22144144;0.633241845;2905.469907;510;855.7322235;907.959346;54.66666667;0;1.05;0;853.1920493;853.1920493
4.08;2.5;8; ag45c;6.205446623;35.25161337;50.26752719;0.56087258;2676.27475;680;757.9359191;836.3358593;54.66666667;0;1.05;0;853.3951224;853.3951224
3.06;2;8; ag45c;4.762165802;25.13333058;76.79748961;0.645028043;2861.581292;510;871.6595174;894.2441536;54.66666667;0;1.05;0;853.9662849;853.9662849
3.57;3;14; ag45c;5.803127354;35.55451622;57.15833776;0.607393288;2770.709259;595;820.8017401;865.8466435;54.66666667;0;1.05;0;855.9769343;855.9769343
3.06;2.5;12; ag45c;4.937408771;27.68684671;74.24160759;0.654314871;2854.594647;510;884.2092847;892.0608273;54.66666667;0;1.05;0;857.5945392;857.5945392
2.55;2.5;14; ag45c;4.36006187;24.1276254;89.54257976;0.703776489;2916.787307;425;951.0493088;911.4960335;54.66666667;0;1.05;0;858.0408698;858.0408698
3.57;2.5;10; ag45c;5.537951202;30.40640546;61.54974761;0.614179451;2778.756952;595;829.9722311;868.3615475;54.66666667;0;1.05;0;860.0668225;860.0668225
2.55;2.5;16; ag45c;4.409098973;27.96016181;87.44263653;0.70595416;2958.628582;425;953.9921079;924.571432;54.66666667;0;1.05;0;863.647239;863.647239
3.06;2;10; ag45c;4.701276738;33.99782831;76.33131942;0.662864309;2938.683571;510;895.7625791;918.3386159;54.66666667;0;1.05;0;870.8354182;870.8354182
3.57;2;8; ag45c;5.316464749;36.40761973;61.95317501;0.624205807;2837.013323;595;843.5213614;886.5666635;54.66666667;0;1.05;0;871.1808087;871.1808087
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
