binder_count,binder_mass,span,aspect_ratio,mean_aerodynamic_chord,wing_area,horizontal_stabilizer_area,wing_loading,battery_capacity,propeller,main_wing_airfoil,horizontal_stabilizer_airfoil,fowler_affected_span,fowler_affected_span_ratio,fowler_affected_area,fowler_affected_area_ratio,fuselage_wetted_area,fuselage_length,fuselage_diameter,mass_total,mass_empty,mass_payload,mass_battery,mass_fuselage,mass_wing,mass_horizontal_stabilizer,mass_landing_gear,mass_misc,x_center_of_gravity,c_m_alpha,c_l_alpha,c_n_beta,x_neutral_point,static_margin,percent_mac,transport_box_height,transport_box_width,transport_box_length,take_off_length,take_off_time_from_counter_start,take_off_time_total,cl_max_at_take_off,required_cl_at_take_off,assumed_wind_speed,take_off_ground_speed,take_off_air_speed,takeoff_battery_voltage,takeoff_battery_soc,climb_air_speed,climb_rate,climb_flap_angle,climb_cl,climb_reynolds,climb_battery_voltage,climb_battery_soc,efficiency_motor_on_air_speed,efficiency_motor_on_cl,efficiency_motor_on_reynolds,efficiency_motor_on_flap_angle,efficiency_motor_on_time,efficiency_motor_off_air_speed,efficiency_motor_off_cl,efficiency_motor_off_reynolds,efficiency_motor_off_flap_angle,efficiency_motor_off_time,efficiency_battery_voltage,efficiency_battery_soc,cruise_air_speed,cruise_flap_angle,cruise_cl,cruise_drag_force,cruise_reynolds,cruise_battery_voltage,cruise_battery_soc,score_factor_take_off,score_payload,max_payload,score_efficiency,max_efficiency,score_distance,max_distance,t_loading,t_unloading,b_loading,penalty_current,penalty_round,score_round
2,0.018040033326698648,1.8027756377319946,5.000000000000001,0.37831012237552464,0.6499999999999998,0.12704859217592626,9.029443075043606,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.869137998778342,1.789137998778342,4.08,0.21344,0.31808454766818506,0.38887732523070073,0.05415087587945635,0.13958525,0.675,0.3325716291468454,-0.7267407635901951,4.473202738542715,0.07608218816499382,0.3940322932032306,0.16246542043094464,0.34102712112545586,0.4205830680597231,0.18252550241095994,0.7968914295293168,32.21368810942752,5.8000000000000025,6.800000000000003,1.5443272917115742,1.1826914779076274,3,8.440661787537456,11.440661787537456,11.893225000581936,0.9590277777777778,17.523800385306846,2.3824653508579243,4,0.49948365200880274,403556.90569165716,11.759508332587854,0.9152777777777777,30.45129622085951,0.16694068590843084,701265.1711950516,0,54.82399143598534,27.273095074575426,0.20811573091857244,628074.1400226416,0,35.17600856401466,11.398039213083798,0.7832916815347477,33.473937309192294,-2,0.13815295055332408,6.350603184573053,770873.7981939538,10.969137785587968,0.5318611408472731,1.05,680.0,6.0,888.4254065401334,0.74,941.4544868210332,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,933.0579626764084
1,0.025675336005216765,1.61245154965971,4.000000000000002,0.4229635751039686,0.6499999999999999,0.13572800929860598,9.00948312852558,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.856164033541627,1.7761640335416269,4.08,0.21344,0.31808454766818506,0.3710021471515233,0.059052088721918056,0.13958525,0.675,0.33451156511092917,-0.8224862964012056,4.114568846754562,0.07941514374020159,0.4190580576173247,0.19989610747428763,0.30303534351086975,0.47022616518348076,0.19374548709289371,0.7360283477236256,32.33044945904555,5.8000000000000025,6.800000000000003,1.5568089233599527,1.1764380761529603,3,8.45834252757195,11.45834252757195,11.893225000581936,0.9590277777777778,17.921002810128485,2.2730535285553635,4,0.477102750040592,461417.22222007066,11.759508332587854,0.9152777777777777,33.48600644468558,0.13774820888384254,862173.8549261143,-2,74.26856794820279,23.971725500892205,0.26879060297316976,617206.9224938876,2,15.731432051797213,11.319181112840404,0.7495337362010368,33.11905738832839,-2,0.14081753510221026,6.384360543187853,852725.9118576095,10.894176916290936,0.4643452501798515,1.05,680.0,6.0,862.9435533458739,0.74,931.4734890467361,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,920.6459648374135
2,0.020926736262311063,1.9748417658131503,6.000000000000003,0.34534831292935797,0.65,0.12113647725165892,9.071922700509582,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.8967497553312285,1.8167497553312284,4.08,0.21344,0.31808454766818506,0.41976072804202,0.05087922962102318,0.13958525,0.675,0.3305836455294706,-0.6356861912433003,4.746706778913126,0.07406895712012998,0.3768297972533584,0.13392152093052948,0.3737579207185489,0.3839380561350682,0.17427386046510493,0.8417880833998268,33.663861306692674,6.000000000000003,7.0000000000000036,1.5380051960509336,1.1685289013643074,3,8.536825929407343,11.536825929407343,11.891000000253598,0.9583333333333333,17.95052816393607,2.446034045088057,4,0.47823573333446,377366.2832205903,11.75855208266442,0.9149305555555556,30.37788051186242,0.1685377528715579,638621.2013478195,0,50.94830288408153,26.975737620446473,0.21372999745445148,567099.4050979274,0,39.05169711591847,11.417993558779736,0.790020307492914,33.680248965763695,-2,0.13710760728075871,6.3323496201520335,708045.4822320648,10.985783225101198,0.5453183927636058,1.05,680.0,6.0,906.6293325903707,0.74,947.2570021621041,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,941.4602171633662
2,0.02682020322174725,2.2803508501982765,8.000000000000007,0.2990804121509218,0.6499999999999998,0.11384033747778957,9.174023590918527,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.963115334097041,1.8831153340970408,4.08,0.21344,0.31808454766818506,0.49008689905966857,0.046918637369186576,0.13958525,0.675,0.3274379901678956,-0.4504699830233674,5.129011830877463,0.07170030283656634,0.3537075476222444,0.08782783075513041,0.4307113758505928,0.33250011009258484,0.15121210809436053,0.9162877818130546,36.48931933839456,6.400000000000003,7.400000000000004,1.5291849723731783,1.150097346491322,3,8.694159799546128,11.694159799546128,11.88634999927281,0.9569444444444444,17.198458610498566,2.5007987692542897,4,0.5261613157011783,313116.5478367664,11.756639582817545,0.9142361111111111,31.472821510891386,0.1587820088431558,572996.7693824252,0,54.61899641435092,27.269008030116584,0.21151149264067073,496461.7964141874,0,35.38100358564908,11.399128249049326,0.7836475756695297,33.955823810069596,0,0.1364093397374819,6.209643519289572,618202.5128619509,10.97000171390346,0.5325729291168371,1.05,680.0,6.0,918.0970201034862,0.74,955.0075446582073,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,948.1865976665928
2,0.0333219711259398,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,9.301993311515199,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,6.046295652484877,1.9662956524848774,4.08,0.21344,0.31808454766818506,0.5754166798416387,0.044769174975053755,0.13958525,0.675,0.3247504949091903,-0.2709908114412886,5.379106900837018,0.07032302200578451,0.3382267263980901,0.05037840229557829,0.4788445879670906,0.2973971394772735,0.14365208509282223,0.9589507754299043,39.15868796831725,6.800000000000003,7.800000000000004,1.5232887653379616,1.1454080236414141,3,8.799518879628648,11.799518879628648,11.88176666500406,0.9555555555555555,17.1878329486606,2.5106621772825024,4,0.5341071944522551,279886.9259027324,11.754727082970673,0.9135416666666667,31.58605390791743,0.15984463915021685,514347.7689183565,0,53.21804359371687,26.82915365508626,0.22155159171184705,436886.33485813084,0,36.78195640628313,11.40636952523479,0.786079785427575,34.16924885791981,0,0.13658970164781156,6.200230817229314,556412.5536834406,10.976417925229791,0.5374373486329276,1.05,680.0,6.0,921.614199549358,0.74,961.0101241289947,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,951.5185132874236
3,0.07858087242548503,2.6739483914241884,11.000000000000002,0.255056632474031,0.6500000000000004,0.10851058863227556,9.446059735218498,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,6.139938827892027,2.0599388278920268,4.08,0.21344,0.31808454766818506,0.669748400679796,0.044080629544045444,0.13958525,0.675,0.3212223614782763,-0.2339292341619808,5.473443008984122,0.06999865595875081,0.3321209978485971,0.042738954946275824,0.4914152288204407,0.2835570466402338,0.1406852791945101,0.975757674165256,41.70034102713145,7.200000000000004,8.200000000000003,1.5210514543674674,1.1497537817770003,3,8.868048679996015,11.868048679996015,11.877004165384678,0.9541666666666666,17.248504379865913,2.4812159713385777,4,0.5387424870398354,267803.70977581333,11.7528145831238,0.9128472222222223,31.603247489080946,0.16214369303600376,490678.30648658413,0,53.92522504207751,26.867458227139185,0.2243418620091976,417149.5004444266,0,36.07477495792249,11.402813909170414,0.7848520398575043,34.21570022009506,0,0.13832880347492643,6.17726069493297,531239.7672121994,10.973096031507465,0.5349818574927865,1.0,680.0,6.0,918.5738059101573,0.74,962.3165686901735,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,905.6301248667769
2,0.023821734952400454,2.1330729007701543,7.0000000000000036,0.3197304095325404,0.6499999999999998,0.1169255126757002,9.120054356187124,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.928035331521629,1.8480353315216291,4.08,0.21344,0.31808454766818506,0.45334267856406035,0.0485828552893834,0.13958525,0.675,0.32891650857224997,-0.5430995902982103,4.959714050502855,0.07269769911458636,0.3639311377869539,0.10950219806384737,0.40350096383482253,0.3554575694374482,0.1678894195301211,0.8766530110324307,35.09151971067126,6.200000000000003,7.200000000000004,1.5330703364998874,1.157647122453172,3,8.621629171617233,11.621629171617233,11.888674999787204,0.9576388888888889,17.815350984386402,2.4811849082314983,4,0.48789413433601786,346742.32026807556,11.757595832740982,0.9145833333333333,30.5464225196729,0.1675673936197644,594528.6977305755,0,50.45535603773066,27.03712020542283,0.2138894482236501,526226.7244474426,0,39.54464396226934,11.420812598333198,0.790876117990051,33.7686122618084,-2,0.1371146302912872,6.308524642443731,657242.5644689432,10.989026979196499,0.5470300137578796,1.05,680.0,6.0,915.7007487537275,0.74,949.7422198633612,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,945.5050390159811
2,0.02996879111638383,2.4186773244895656,9.0,0.2819757167359791,0.6500000000000004,0.1115407894554159,9.234353017198996,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,6.002329461179351,1.922329461179351,4.08,0.21344,0.31808454766818506,0.5305312918881189,0.04568837162304649,0.13958525,0.675,0.32606797432535756,-0.3593103026676894,5.266147425440991,0.07093460071840332,0.3453095523636049,0.06823020201292608,0.45575807620822534,0.3134841101223206,0.14711113927556196,0.9394047506021174,37.84905702441551,6.600000000000003,7.600000000000004,1.5260181856914112,1.1459209936747887,3,8.753908271537355,11.753908271537355,11.884024998758415,0.9562499999999999,17.186452598088028,2.510377091392725,4,0.5303099379108801,295003.0308625659,11.75568333289411,0.9138888888888889,31.056400211096058,0.16414098711274877,533078.7221892085,0,51.94406884578689,27.09753353834457,0.2156054552659069,465125.3350328377,0,38.05593115421311,11.412549544473901,0.7882915471427311,34.10713047778529,0,0.1360908432102731,6.217609625737948,585444.0762307753,10.981355434169172,0.54186087206324,1.05,680.0,6.0,920.4345519918279,0.74,959.2630446877113,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,950.4941588378387
3,0.09483272823156066,2.7928480087537886,12.000000000000002,0.24419813394368273,0.65,0.1075378899394252,9.555005471850356,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,6.210753556702731,2.1307535567027314,4.08,0.21344,0.31808454766818506,0.7410759493211777,0.04356780971336863,0.13958525,0.675,0.319257605895103,-0.1716427908177334,5.553206002058732,0.06962982735063118,0.3268079226778461,0.030908774274554286,0.5080085731571388,0.27148520304868806,0.13810567079230476,0.9904091261590071,42.69243524231919,7.400000000000004,8.400000000000002,1.5187348605622053,1.1671428738530387,3,8.847040066773264,11.847040066773264,11.874606248888375,0.9534722222222222,16.633579253352348,2.4630406839454655,4,0.585632749439983,247261.54402514067,11.751858333200365,0.9125,31.753734565586008,0.16246286848325092,472025.73286617675,0,55.515648904629444,26.888205134295944,0.2265792378828501,399698.6467137433,0,34.484351095370556,11.394387572450643,0.7820908873183516,34.279254019717115,0,0.13940585444130613,6.168099958170896,509568.09402504365,10.966263083729812,0.5294595524144811,1.0,680.0,6.0,913.8846302240673,0.74,964.104019304544,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,904.6628831762036
3,0.15728381451684278,2.906888370749727,13.000000000000004,0.23461797810629587,0.6499999999999999,0.10682290134174038,9.755695364596518,2.4,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,6.341201986987736,2.261201986987736,4.08,0.21344,0.31808454766818506,0.8719003111826881,0.04319187813686246,0.13958525,0.675,0.3149029937736557,-0.1724694031718861,5.621373706653329,0.0695117442674845,0.3220983777424893,0.030681006489171016,0.512711223970594,0.2608345460975138,0.13583706828567282,1.0033283856168134,48.3128696851366,8.200000000000003,9.2,1.5175578913913246,1.153648543348754,3,9.040617293770556,12.040617293770556,11.86478124965863,0.9506944444444444,16.76898429530103,2.414709108995743,4,0.5886640057543457,239495.06560704648,11.7481666668235,0.9111111111111111,32.77016339268928,0.15574489272928363,468024.3176019303,0,62.31216501697015,26.813642154913,0.23262661929013193,382953.12786799145,0,27.687834983029852,11.363701735712361,0.7702913801788713,34.24366113355606,0,0.14262992244376638,6.114253728043418,489068.85028836224,10.940658410466662,0.5058605381355203,1.0,680.0,6.0,907.8400175646203,0.74,963.1029693812641,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,902.3143289819615
