payload,span,aspect_ratio,airfoil,num_fowler_segments,total mass,wing_area,wing_loading,take_off_length,climb_height,efficiency_points,distance,score_payload,score_efficiency,score_distance,b_loading,penalty_current,take_off_factor,penalty_round,score_round
4.08, 2.6, 9.0, ag45c, 0, 6.209748104446618, 0.7511111111111112, 8.267416115387508, 35.044848831875164, 50.37078177271898, 0.5694742366183688, 2694.316413597403, 680.0, 769.559779214012, 841.9738792491885, 54.666666666666664, 0.0, 1.05, 0.0, 859.4367804621202
4.08, 2.4, 9.0, ag45c, 0, 6.062661180651681, 0.64, 9.47290809476825, 42.17637864732955, 49.793568620708534, 0.5824148087768105, 2727.0499200387685, 680.0, 787.0470388875818, 852.2031000121152, 54.666666666666664, 0.0, 1.0, 0.0, 827.7500462998989
4.08, 2.4, 10.0, ag45c, 0, 6.036400405984789, 0.576, 10.479861815945815, 48.59904528898838, 48.93108373371196, 0.5942004709963027, 2781.802561181804, 680.0, 802.973609454463, 869.3133003693137, 54.666666666666664, 0.0, 1.0, 0.0, 838.7623032745921
4.08, 2.6, 10.0, ag45c, 0, 6.162880658769283, 0.676, 9.116687365043317, 41.07237855462679, 49.84355918718216, 0.5803970547973981, 2732.952002655668, 680.0, 784.3203443208083, 854.0475008298962, 54.666666666666664, 0.0, 1.0, 0.0, 827.455948383568
4.08, 2.4, 11.0, ag45c, 0, 6.021268373798344, 0.5236363636363636, 11.498950019406562, 55.26084268505367, 47.77407095539348, 0.560240887591354, 2839.3888056131723, 680.0, 757.0822805288568, 887.3090017541164, 54.666666666666664, 0.0, 1.0, 0.0, 829.4637607609909
4.08, 2.6, 11.0, ag45c, 0, 6.140886063057775, 0.6145454545454546, 9.992566078940165, 47.2632002568188, 48.92567189285894, 0.5897717508243955, 2764.2692407525988, 680.0, 796.9888524653993, 863.8341377351871, 54.666666666666664, 0.0, 1.0, 0.0, 834.9409967335288
4.59, 1.8, 8.0, ag45c, 0, 6.277314364566277, 0.405, 15.499541640904388, 103.36873279957406, 32.12844081731899, 0.5628427378610913, 2854.978408693788, 765.0, 760.5982944068802, 892.1807527168088, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.0, 8.0, ag45c, 0, 6.397588959769359, 0.5, 12.795177919538718, 75.97067403090206, 36.84837768474643, 0.551562370631831, 2811.1562306200885, 765.0, 745.3545549078797, 878.4863220687777, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 1.8, 9.0, ag45c, 0, 6.2609176229453745, 0.36000000000000004, 17.39143784151493, 125.52318238829291, 28.73606964509396, 0.5681753826727846, 2884.271505546807, 765.0, 767.8045711794385, 901.3348454833772, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.0, 9.0, ag45c, 0, 6.372382656924963, 0.4444444444444444, 14.337860978081169, 93.38791228922705, 34.176946838339376, 0.568572289238051, 2844.9082580856543, 765.0, 768.3409314027716, 889.033830651767, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.2, 8.0, ag45c, 0, 6.528385028901085, 0.6050000000000001, 10.79071905603485, 60.363828632263385, 39.05311279001572, 0.558081538986524, 2643.6261303551014, 765.0, 754.1642418736811, 826.1331657359692, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.0, 11.0, ag45c, 0, 6.365564259675397, 0.36363636363636365, 17.50530171410734, 136.14458449394303, 26.900087992266982, 0.5800816504308396, 2890.9314736462143, 765.0, 783.8941222038372, 903.416085514442, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.0, 10.0, ag45c, 0, 6.352805158650846, 0.4, 15.882012896627115, 111.94734374997692, 31.23038243361703, 0.5746228310810108, 2871.2647218354514, 765.0, 776.5173392986632, 897.2702255735785, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.2, 9.0, ag45c, 0, 6.492713358205064, 0.5377777777777779, 12.073227318976356, 74.07353493634322, 37.02538917418035, 0.5380352247217981, 2800.2335403265424, 765.0, 727.0746280024298, 875.0729813520444, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 1.8, 10.0, ag45c, 0, 6.255643647522656, 0.324, 19.307542121983506, 157.26918070510203, 24.014550980072123, 0.5781531272924253, 2905.555728720935, 765.0, 781.2880098546289, 907.9861652252922, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 1.8, 11.0, ag45c, 0, 6.270733681425183, 0.29454545454545455, 21.28952793076451, 199.25309199181686, 17.680494509911437, 0.5816298594783519, 2920.7536894647446, 765.0, 785.9862965923675, 912.7355279577328, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.2, 10.0, ag45c, 0, 6.465302641164577, 0.4840000000000001, 13.358063308191271, 86.37998558193503, 35.29503252138719, 0.565171214670952, 2831.284703977049, 765.0, 763.7448846904756, 884.7764699928277, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.4, 8.0, ag45c, 0, 6.680170777913138, 0.72, 9.278014969323802, 51.961092928288025, 39.705421404812974, 0.5450807052758018, 2679.147288311589, 765.0, 736.5955476700024, 837.2335275973716, 54.666666666666664, 0.0, 1.0, 0.0, 834.2763584224579
4.59, 2.4, 9.0, ag45c, 0, 6.622075917493785, 0.64, 10.346993621084039, 58.909703504447414, 39.2266637881487, 0.5588969892027885, 2723.250250091596, 765.0, 755.26620162539, 851.0157031536238, 54.666666666666664, 0.0, 1.0, 0.0, 845.0939682596711
4.59, 2.2, 11.0, ag45c, 0, 6.465439868410776, 0.44000000000000006, 14.694181519115398, 101.24408259120567, 32.7169237758981, 0.5700992345417345, 2854.7489666272463, 765.0, 770.404371002344, 892.1090520710145, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.4, 10.0, ag45c, 0, 6.5924046165111045, 0.576, 11.445146903665114, 70.02664209156802, 37.35599097268962, 0.5347998859601707, 2788.7251544498345, 765.0, 722.7025485948253, 871.4766107655732, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.6, 8.0, ag45c, 0, 6.833572307494057, 0.8450000000000001, 8.087067819519593, 44.36904407501419, 40.02603660917082, 0.5286536845516553, 2627.5220818501784, 765.0, 714.3968710157503, 821.1006505781808, 54.666666666666664, 0.0, 1.0, 0.0, 821.4991738646437
4.59, 2.6, 9.0, ag45c, 0, 6.760636525499249, 0.7511111111111112, 9.000847445191308, 50.89376674401298, 39.79143533924079, 0.5453592066690833, 2673.1784835694193, 765.0, 736.9719009041665, 835.3682761154436, 54.666666666666664, 0.0, 1.0, 0.0, 833.7800590065367
4.59, 2.4, 11.0, ag45c, 0, 6.570451531693081, 0.5236363636363636, 12.547737300108317, 81.75936651479532, 35.619017271577704, 0.5533738887407466, 2814.941392249884, 765.0, 747.8025523523602, 879.6691850780886, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
4.59, 2.6, 10.0, ag45c, 0, 6.7211585535061245, 0.676, 9.942542238914385, 59.35653106712233, 38.6550557897938, 0.5547214902844028, 2711.156837559782, 765.0, 749.6236355194632, 847.2365117374319, 54.666666666666664, 0.0, 1.0, 0.0, 841.953382418965
4.59, 2.6, 11.0, ag45c, 0, 6.691774484110406, 0.6145454545454546, 10.888982148700363, 66.16337557579509, 37.76704461329951, 0.5331690056535479, 2772.6922115245457, 765.0, 720.4986562885782, 866.4663161014205, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 1.8, 8.0, ag45c, 0, 6.82138173298733, 0.405, 16.842917859227974, 161.07935511292317, 17.12857228042687, 0.5462349546426073, 2819.701209753188, 850.0000000000001, 738.1553441116314, 881.1566280478712, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.0, 8.0, ag45c, 0, 6.943361591348307, 0.5, 13.886723182696613, 115.45072964794375, 24.08390222369257, 0.5430626465037409, 2780.470497357759, 850.0000000000001, 733.8684412212715, 868.8970304242997, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.2, 8.0, ag45c, 0, 7.075862923637928, 0.6050000000000001, 11.695641196095746, 90.85740719242845, 27.451563761964188, 0.4910304000179661, 2640.5062492349907, 850.0000000000001, 663.5545946188731, 825.1582028859345, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.0, 9.0, ag45c, 0, 6.918155288503911, 0.4444444444444444, 15.5658493991338, 146.67611399222412, 19.20714488680335, 0.5528867640947821, 2813.449478800973, 850.0000000000001, 747.1442758037596, 879.202962125304, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 1.8, 10.0, ag45c, 0, 6.81250048962792, 0.324, 21.02623607909852, 194.1563512501157, 13.026677979907287, 0.5647928754790174, 2866.6236072085403, 850.0000000000001, 763.2336155121856, 895.8198772526688, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 1.8, 9.0, ag45c, 0, 6.804984991366428, 0.36000000000000004, 18.902736087128964, 193.01082775336664, 13.087665869047768, 0.5693282339259076, 2847.5095491735174, 850.0000000000001, 769.3624782782535, 889.8467341167241, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 1.8, 11.0, ag45c, 0, 6.845495786688341, 0.29454545454545455, 23.24088075727523, 194.07835407009847, 12.762729661762743, 0.571752755827392, 2880.082383314259, 850.0000000000001, 772.6388592262056, 900.0257447857059, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.0, 10.0, ag45c, 0, 6.9127883165455835, 0.4, 17.281970791363957, 184.80458657546166, 13.722162637653279, 0.5593327442761576, 2838.4181385364636, 850.0000000000001, 755.8550598326455, 887.0056682926448, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.2, 9.0, ag45c, 0, 7.0401912529419075, 0.5377777777777779, 13.091264726544866, 110.24692592637733, 24.832334051095565, 0.5404373221636876, 2771.950681351269, 850.0000000000001, 730.3207056266048, 866.2345879222717, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.0, 11.0, ag45c, 0, 6.928389522833292, 0.36363636363636365, 19.053071187791552, 188.26387317303812, 13.35551566099203, 0.554538973742987, 2856.5672928020604, 850.0000000000001, 749.376991544577, 892.6772790006439, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.2, 10.0, ag45c, 0, 7.019033167480368, 0.4840000000000001, 14.502134643554475, 132.99307978812917, 21.4829602189489, 0.5439536303110887, 2802.7623394620914, 850.0000000000001, 735.0724733933631, 875.8632310819035, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.4, 8.0, ag45c, 0, 7.222532883176297, 0.72, 10.03129567107819, 72.88985805609089, 29.81927059496889, 0.5214683195172526, 2655.2030854093023, 850.0000000000001, 704.6869182665575, 829.750964190407, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.4, 9.0, ag45c, 0, 7.171259075388523, 0.64, 11.205092305294567, 88.65556183455094, 27.640957369145823, 0.51172059364046, 2724.64177702828, 850.0000000000001, 691.5143157303513, 851.4505553213376, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.6, 8.0, ag45c, 0, 7.384460728546689, 0.8450000000000001, 8.739006779345193, 62.16235200815817, 30.82150901729533, 0.5048608247231828, 2605.4624777513995, 850.0000000000001, 682.2443577340308, 814.2070242973123, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.2, 11.0, ag45c, 0, 7.0316756578844615, 0.44000000000000006, 15.981081040646501, 166.22990500428125, 16.271649969321864, 0.5529191898546045, 2825.0826375800843, 850.0000000000001, 747.1880943981142, 882.8383242437762, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.6, 9.0, ag45c, 0, 7.311524946551882, 0.7511111111111112, 9.734278774995108, 73.17124088138925, 29.651162540786526, 0.5221705715763604, 2650.9481416618123, 850.0000000000001, 705.6359075356222, 828.4212942693163, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.4, 10.0, ag45c, 0, 7.141587774405842, 0.576, 12.398589886121254, 105.1465563488321, 25.339028246714435, 0.5401300852359897, 2763.3237728937584, 850.0000000000001, 729.9055205891752, 863.5386790292995, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.6, 10.0, ag45c, 0, 7.272046974558757, 0.676, 10.757465938696384, 86.39330062057174, 27.727998640160695, 0.5309337569076119, 2720.9080586649834, 850.0000000000001, 717.4780498751513, 850.2837683328074, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.4, 11.0, ag45c, 0, 7.1503294264299235, 0.5236363636363636, 13.655143001862703, 128.66160436802193, 21.478627293181752, 0.5435279909189534, 2788.5198365820147, 850.0000000000001, 734.4972850256127, 871.4124489318797, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
5.1000000000000005, 2.6, 11.0, ag45c, 0, 7.2648313262156705, 0.6145454545454546, 11.821471092954493, 101.92235855957607, 25.20065919633854, 0.5280890729599129, 2749.9088958044554, 850.0000000000001, 713.6338823782606, 859.3465299388923, 54.666666666666664, 0.0, 0.0, 0.0, 0.0
3.57,1.8,8, ag45c,1,5.41256910140838,0.405,13.3643681516256,31.6127053581829,60.6189845175804,0.573793728712482,2913.04287533048,595,775.396930692543,910.325898540775,54.6666666666667,0,1.05,0,855.652990231661
3.57,2,9, ag45c,1,5.51767949903023,0.444444444444444,12.414778872818,30.6910139571308,60.313990716166,0.623848648428093,2896.7179835071,595,843.038714092017,905.224369845968,54.6666666666667,0,1.05,0,877.542079378295
3.57,1.8,9, ag45c,1,5.38594078084011,0.36,14.9609466134448,37.9254406925781,59.7855247045282,0.59741489635137,2943.67821901769,595,807.317427501852,919.899443443029,54.6666666666667,0,1.05,0,870.175904830708
3.57,1.8,10, ag45c,1,5.37299312120687,0.324,16.5833121024903,44.5830252785233,58.3994926691537,0.596629992777503,2967.29576191563,595,806.256746996625,927.279925598636,54.6666666666667,0,1,0,830.845557531754
3.57,2,8, ag45c,1,5.55425422292725,0.5,11.1085084458545,26.7187275462192,60.6290430873629,0.557884297441893,2832.70934233072,595,753.897699245801,885.221669478351,54.6666666666667,0,1.05,0,839.341779053453
3.57,1.8,11, ag45c,1,5.37529368142518,0.294545454545455,18.2494538566904,51.4799084726193,56.7657565532085,0.605199088942717,2985.1646135859,595,817.836606679347,932.863941745594,54.6666666666667,0,1,0,836.566849474981
3.57,2.2,8, ag45c,1,5.70646081837477,0.605,9.43216664194176,22.2964527323674,60.1836348771089,0.607460148178974,2776.12726058984,595,820.892092133749,867.539768934324,54.6666666666667,0,1.05,0,856.601151373826
3.57,2,10, ag45c,1,5.49810200075611,0.4,13.7452550018903,34.773100137987,60.0029694872274,0.593203666860431,2924.16833647127,595,801.62657683842,913.802605147272,54.6666666666667,0,1.05,0,866.050213694992
3.57,2,11, ag45c,1,5.49665057546487,0.363636363636364,15.1157890825284,40.9659005504711,58.5987596624554,0.59731884065714,2945.71791101678,595,807.187622509649,920.536847192745,54.6666666666667,0,1,0,828.908156567465
3.57,2.2,9, ag45c,1,5.65828388452085,0.537777777777778,10.5216022646049,24.2931677460471,60.8560409267455,0.621556345680051,2817.55380726363,595,839.941007675745,880.485564769885,54.6666666666667,0,1.05,0,867.79930035597
3.57,2.2,10, ag45c,1,5.63399948326984,0.484,11.6404948001443,27.9450908233183,60.4190296322611,0.592871414652704,2878.12347844369,595,801.177587368519,899.413587013654,54.6666666666667,0,1.05,0,860.856911033761
3.57,2.2,11, ag45c,1,5.62475776314762,0.44,12.78354037079,33.5770114621944,59.038394355843,0.580845859930581,2902.74637232274,595,784.926837744029,907.108241350856,54.6666666666667,0,1.05,0,857.86227768321
3.57,2.4,8, ag45c,1,5.87965709370261,0.72,8.1661904079203,18.2904316160866,59.1586643183373,1120118669454.1,2716.86962074902,595,0,849.021756484069,54.6666666666667,0,1.05,0,0
3.57,2.4,9, ag45c,1,5.81815170696747,0.64,9.09086204213667,21.6298753724748,59.5533720515235,0.606021829089928,2724.05267977543,595,818.948417689092,851.266462429823,54.6666666666667,0,1.05,0,850.22520804162
3.57,2.4,10, ag45c,1,5.78165935335321,0.576,10.037603044016,25.0996416011242,59.4584334911641,0.617509944284903,2800.04767251966,595,834.472897682301,875.014897662394,54.6666666666667,0,1.05,0,863.970728370643
3.57,2.6,8, ag45c,1,6.05446914959932,0.845,7.16505224804653,16.0631032393953,57.4794791408176,0.570980356719554,2663.76550794421,595,771.595076648046,832.426721232566,54.6666666666667,0,1.05,0,827.057629258214
3.57,2.4,11, ag45c,1,5.75970626853519,0.523636363636364,10.9994390544943,26.996887140443,59.518003754037,0.55699283939163,2832.6112479036,595,752.693026204906,885.191014969875,54.6666666666667,0,1.05,0,838.909414411173
3.57,2.6,9, ag45c,1,5.97783863076241,0.751111111111111,7.95866089894403,17.8124084472148,58.6238352308927,3861652768545.29,2708.53558342158,595,5218449687223364,846.417369819243,54.6666666666667,0,1.05,0,
3.57,2.6,10, ag45c,1,5.93097118508507,0.676,8.77362601343945,20.9770167303511,58.7269984413078,0.603466759570202,2749.61035014973,595,815.495621040813,859.253234421791,54.6666666666667,0,1.05,0,851.812099411911
3.57,2.6,11, ag45c,1,5.90158711568935,0.614545454545455,9.60317430067794,24.2926336966069,58.454851996494,0.611692132921837,2781.63021551937,595,826.610990434915,869.259442349804,54.6666666666667,0,1.05,0,859.204651474652
4.08,1.8,8, ag45c,1,5.94896278561891,0.405,14.6887970015282,46.2252050494749,47.9159194768837,0.581625270176219,2882.10942256967,680,785.980094832728,900.659194553021,54.6666666666667,0,1,0,843.54642979525
4.08,1.8,9, ag45c,1,5.93000814926116,0.36,16.4722448590588,52.983420631501,46.8106226772133,0.591995051892334,2912.27782686541,680,799.993313368019,910.08682089544,54.6666666666667,0,1,0,851.360044754486
