3.57, 1.8, 8.0, ag45c, 2, 5.554674364566277, 0.405, 13.71524534460809, 28.662608769040254, 59.06410692085013, 0.5819578506101786, 2909.313705653135, 595.0, 786.4295278515926, 909.1605330166047, 54.666666666666664, 0.0, 1.05, 0.0, 859.106521303869
3.57, 2.0, 10.0, ag45c, 2, 5.664523053387688, 0.4, 14.16130763346922, 31.47842398807753, 58.256108114172854, 0.5872016603318091, 2921.096566284042, 595.0, 793.5157572051475, 912.8426769637632, 54.666666666666664, 0.0, 1.05, 0.0, 862.8754519591188
3.57, 2.0, 9.0, ag45c, 2, 5.684100551661805, 0.4444444444444444, 12.789226241239062, 27.658409654000792, 58.59254851606415, 0.5781991164463441, 2893.6370585241984, 595.0, 781.3501573599245, 904.261580788812, 54.666666666666664, 0.0, 1.05, 0.0, 855.6141083520579
3.57, 1.8, 9.0, ag45c, 2, 5.535719728208532, 0.36000000000000004, 15.376999245023699, 32.620584503304705, 58.62524963415751, 0.5929925882856892, 2940.195227550656, 595.0, 801.3413355212016, 918.81100860958, 54.666666666666664, 0.0, 1.05, 0.0, 867.7033204457734
3.57, 2.0, 11.0, ag45c, 2, 5.663071628096449, 0.36363636363636365, 15.573446977265235, 35.354401254909455, 57.38426307646507, 0.5900507817390805, 2942.628198872842, 595.0, 797.3659212690278, 919.5713121477631, 54.666666666666664, 0.0, 1.05, 0.0, 866.5780316958769
3.57, 1.8, 10.0, ag45c, 2, 5.517656279101604, 0.324, 17.029803330560505, 38.82085557420303, 57.3200903640154, 0.5935728461262106, 2963.8778429761696, 595.0, 802.1254677381224, 926.211825930053, 54.666666666666664, 0.0, 1.05, 0.0, 870.5680527838613
3.57, 2.0, 8.0, ag45c, 2, 5.720675275558833, 0.5, 11.441350551117665, 22.353410366499784, 59.3056948510198, 0.5490432015850119, 2832.250383224097, 595.0, 741.9502724121782, 885.0782447575302, 54.666666666666664, 0.0, 1.05, 0.0, 835.1099810093979
3.57, 1.8, 11.0, ag45c, 2, 5.525072628793604, 0.29454545454545455, 18.75796262862026, 45.1864239164393, 55.683999483571235, 0.6020328878103147, 2981.4082606193474, 595.0, 813.5579565004253, 931.6900814435461, 54.666666666666664, 0.0, 1.0, 0.0, 834.7493459813238
3.57, 2.2, 8.0, ag45c, 2, 5.889523976269506, 0.6050000000000001, 9.734750373999182, 19.79126266570982, 58.27553543504302, 0.604362594711738, 2773.1990556168007, 595.0, 816.7062090699162, 866.6247048802502, 54.666666666666664, 0.0, 1.05, 0.0, 854.8158198825581
3.57, 2.2, 11.0, ag45c, 2, 5.798441973673935, 0.44000000000000006, 13.178277212895305, 28.589581050313253, 57.91410292202646, 0.566137787867523, 2900.254050803541, 595.0, 765.0510646858419, 906.3293908761065, 54.666666666666664, 0.0, 1.05, 0.0, 850.633159446682
