0.8500000000000001, 3.0, 13.0, acc22, 2.671526883258198, 3.6126937479196597, 100.0, 0.5651441250176227, 2600.803054402007, 170.0, 763.7082770508414, 812.7509545006272, 54.666666666666664, 0.0, 1.05, 0.0, 668.660731043014
1.87, 3.0, 13.0, acc22, 3.76733530431083, 6.234466309739753, 100.0, 0.6313558581228494, 2609.0891273753873, 374.0, 853.1835920579047, 815.3403523048084, 54.666666666666664, 0.0, 1.05, 0.0, 772.2833805269496
1.36, 3.0, 13.0, acc22, 3.2258258306266194, 4.968429624309741, 100.0, 0.6024800476348219, 2609.5058434355583, 272.0, 814.162226533543, 815.470576073612, 54.666666666666664, 0.0, 1.05, 0.0, 722.9714809125043
0.34, 3.0, 13.0, acc22, 2.117227935889777, 2.1834420545946847, 100.0, 0.5296514176600194, 2617.050212369016, 68.0, 715.7451590000263, 817.8281913653176, 54.666666666666664, 0.0, 1.05, 0.0, 617.9506726278703
2.38, 3.0, 13.0, acc22, 4.317371093784514, 9.808543246578243, 89.22417815861742, 0.6223349240124703, 2602.4925508835217, 476.0, 840.9931405573923, 813.2789221511006, 54.666666666666664, 0.0, 1.05, 0.0, 802.9952219479725
2.89, 3.0, 13.0, acc22, 4.8588805674687245, 13.309028692954366, 75.78192448777044, 0.5845296222870662, 2591.715881954942, 578.0000000000001, 789.9048949825219, 809.9112131109193, 54.666666666666664, 0.0, 1.05, 0.0, 819.6356378327046
3.4, 3.0, 13.0, acc22, 5.404653199047671, 19.361391781803015, 63.74261885342248, 0.5403920613562653, 2578.0796782664415, 679.9999999999999, 730.2595423733314, 805.649899458263, 54.666666666666664, 0.0, 1.05, 0.0, 832.9683046410581
3.91, 3.0, 13.0, acc22, 5.954688988521356, 28.099019471511667, 52.82211389060532, 0.5172923968853366, 2562.8746017023404, 782.0, 699.0437795747791, 800.8983130319814, 54.666666666666664, 0.0, 1.05, 0.0, 856.0797324123662
4.93, 3.0, 13.0, acc22, 7.0604447779950394, 63.28540325300291, 32.19729917379662, 0.4773161045284465, 2528.3641543286376, 986.0, 645.0217628762791, 790.1137982276992, 54.666666666666664, 0.0, 1.0, 0.0, 861.7118537013262
4.42, 3.0, 13.0, acc22, 6.497619514837146, 42.8456554105024, 42.937746412859376, 0.498716190196051, 2546.386001014977, 884.0, 673.9407975622311, 795.7456253171803, 54.666666666666664, 0.0, 1.0, 0.0, 839.2288076264705
