payload,span,aspect_ratio,airfoil,num_fowler_segments,Aircraft.mass,wing_area,wing_loading,take_off_length,climb_height,e_efficiency,s_distance,v_climb,v_eff_climb,v_eff_glide,v_cruise,CL_climb,CL_eff_climb,CL_eff_glide,CL_cruise,score_payload,score_efficiency,score_distance,b_loading,penalty_current,take_off_factor,penalty_round,score_round
3.57, 2.4, 11.0, ag45c, 0, 5.45503258432466, 0.5236363636363636, 10.417596949231124, 38.79839450592273, 60.777085167272006, 0.6279112189539193, 2834.445892641036, 17.47879820794773, 26.886427542642373, 23.273194658549198, 31.493843251567068, 0.5844405655705897, 0.24700019065559398, 0.3296487895095751, 0.18001643884541413, 595.0, 848.5286742620531, 885.7643414503239, 54.666666666666664, 0.0, 1.05, 0.0, 872.6525554993319
3.57, 2.4, 11.0, LAK24_v1, 0, 5.444636317624038, 0.5236363636363636, 10.397742967684797, 41.196672155965985, 60.209308676994965, 0.5701835354403234, 2872.871880026949, 18.406980294042736, 31.818552538213986, 0, 31.9207986669661, 0.5259808362421615, 0.17602492888510154, inf, 0.17489907717501732, 595.0, 770.5182911355722, 897.7724625084215, 54.666666666666664, 0.0, 1.0, 0.0, 809.0969178813313
3.57, 2.4, 11.0, LAK24_v2, 0, 5.434269179681942, 0.5236363636363636, 10.377944613975933, 41.23875102264548, 60.31897332501476, 0.5948769601824702, 2866.6815961296197, 17.59847946974583, 22.953215490526894, 16.99225342496825, 31.85201773477355, 0.5743240400566216, 0.3376138225375625, 0.6160349242929561, 0.17532077805938218, 595.0, 803.8877840303651, 895.837998790506, 54.666666666666664, 0.0, 1.0, 0.0, 819.5752609402904
