3.57, 1.8, 8.0, ag45c, 4, 5.657084890882066, 0.405, 13.968110841684114, 27.919585688982696, 57.5885672629647, 0.5752590280683453, 2906.838701204292, 595.0, 777.3770649572234, 908.3870941263413, 54.666666666666664, 0.0, 1.05, 0.0, 855.6674556792476
3.57, 1.8, 9.0, ag45c, 4, 5.630456570313795, 0.36000000000000004, 15.64015713976054, 31.842311426756776, 57.2248360894143, 0.589462160925585, 2937.9380408895317, 595.0, 796.5704877372772, 918.1056377779787, 54.666666666666664, 0.0, 1.05, 0.0, 865.7866439303396
3.57, 2.0, 9.0, ag45c, 4, 5.789363709556542, 0.4444444444444444, 13.026068346502221, 26.92549942975696, 57.207621521955645, 0.58212026575722, 2891.6411943656426, 595.0, 786.649007780027, 903.6378732392633, 54.666666666666664, 0.0, 1.05, 0.0, 857.2504083567517
3.57, 2.2, 10.0, ag45c, 4, 5.939104746427735, 0.4840000000000001, 12.270877575263913, 25.85753670236081, 56.25262874550499, 0.6060120165868158, 2873.6257019824816, 595.0, 818.935157549751, 898.0080318695254, 54.666666666666664, 0.0, 1.05, 0.0, 866.5801162967468
3.57, 2.0, 10.0, ag45c, 4, 5.778312527071899, 0.4, 14.445781317679746, 30.583433759967242, 56.72516533687832, 0.5778654610121905, 2918.9206271247263, 595.0, 780.8992716380953, 912.1626959764769, 54.666666666666664, 0.0, 1.05, 0.0, 858.2216886651004
3.57, 2.2, 11.0, ag45c, 4, 5.9298630263055125, 0.44000000000000006, 13.476961423421617, 29.354848395862675, 55.7830790898888, 0.5787938923942225, 2898.2098446693176, 595.0, 782.1539086408413, 905.6905764591617, 54.666666666666664, 0.0, 1.05, 0.0, 856.395569785001
3.57, 1.8, 10.0, ag45c, 4, 5.625182594891077, 0.324, 17.361674675589743, 37.78298156237589, 55.73786546897315, 0.598030454417928, 2961.213064839468, 595.0, 808.1492627269298, 925.3790827623338, 54.666666666666664, 0.0, 1.05, 0.0, 872.3849209212424
3.57, 2.0, 11.0, ag45c, 4, 5.768334785991186, 0.36363636363636365, 15.862920661475762, 34.429757669568986, 55.95272504293604, 0.5994830650683957, 2940.5633472136574, 595.0, 810.1122500924265, 918.926046004268, 54.666666666666664, 0.0, 1.05, 0.0, 870.8134036338431
3.57, 2.2, 8.0, ag45c, 4, 6.005313449953716, 0.6050000000000001, 9.926137933807794, 19.210937074370253, 56.807530803642436, 0.601718460551739, 2771.3331920020432, 595.0, 813.1330547996474, 866.0416225006385, 54.666666666666664, 0.0, 1.05, 0.0, 853.3611370551001
3.57, 2.0, 8.0, ag45c, 4, 5.825938433453569, 0.5, 11.651876866907138, 23.31753835948352, 57.31008252434689, 0.5421798306895284, 2851.339959384891, 595.0, 732.675446877741, 891.0437373077783, 54.666666666666664, 0.0, 1.05, 0.0, 833.9517144649318
3.57, 2.2, 9.0, ag45c, 4, 5.957136516099801, 0.5377777777777779, 11.077319967954173, 22.50308324433399, 56.85335580322952, 0.5475264857487753, 2812.6763099172395, 595.0, 739.9006564172639, 878.9613468491374, 54.666666666666664, 0.0, 1.05, 0.0, 832.2517011432404
3.57, 1.8, 11.0, ag45c, 4, 5.627483155109393, 0.29454545454545455, 19.105652687099788, 44.048287510345794, 54.26232469005573, 0.6005987141509279, 2978.690746542986, 595.0, 811.6198839877404, 930.8408582946831, 54.666666666666664, 0.0, 1.0, 0.0, 833.8202474274746
3.57, 2.6, 8.0, ag45c, 4, 6.415048096967742, 0.8450000000000001, 7.591772895819812, 14.643612350225553, 53.94532334277227, 0.5653223797312532, 2659.125844590659, 595.0, 763.9491617989909, 830.976826434581, 54.666666666666664, 0.0, 1.05, 0.0, 823.8740958817501
3.57, 2.4, 8.0, ag45c, 4, 6.2022676200184, 0.72, 8.61426058335889, 16.835515091364666, 55.782208315576185, 0.5834422914971054, 2716.765570899584, 595.0, 788.4355290501423, 848.9892409061199, 54.666666666666664, 0.0, 1.05, 0.0, 838.7486694846916
3.57, 2.6, 9.0, ag45c, 4, 6.331028104446618, 0.7511111111111112, 8.42888357100881, 16.270615664711755, 55.1016808059388, 3728271829294.8354, 2706.1301523963502, 595.0, 5038205174722751.0, 845.6656726238595, 54.666666666666664, 0.0, 1.05, 0.0, 1763371811153524.8
3.57, 2.6, 10.0, ag45c, 4, 6.284160658769283, 0.676, 9.296095649066986, 19.17208802800136, 55.17532954823985, 0.5952808051035615, 2745.3724771843754, 595.0, 804.4335204102183, 857.9288991201173, 54.666666666666664, 0.0, 1.05, 0.0, 847.4768468356175
