binder_count,binder_mass,span,aspect_ratio,mean_aerodynamic_chord,wing_area,horizontal_stabilizer_area,wing_loading,battery_capacity,propeller,main_wing_airfoil,horizontal_stabilizer_airfoil,fowler_affected_span,fowler_affected_span_ratio,fowler_affected_area,fowler_affected_area_ratio,fuselage_wetted_area,fuselage_length,fuselage_diameter,mass_total,mass_empty,mass_payload,mass_battery,mass_fuselage,mass_wing,mass_horizontal_stabilizer,mass_landing_gear,mass_misc,x_center_of_gravity,c_m_alpha,c_l_alpha,c_n_beta,x_neutral_point,static_margin,percent_mac,transport_box_height,transport_box_width,transport_box_length,take_off_length,take_off_time_from_counter_start,take_off_time_total,cl_max_at_take_off,required_cl_at_take_off,assumed_wind_speed,take_off_ground_speed,take_off_air_speed,takeoff_battery_voltage,takeoff_battery_soc,climb_air_speed,climb_rate,climb_flap_angle,climb_cl,climb_reynolds,climb_battery_voltage,climb_battery_soc,efficiency_motor_on_air_speed,efficiency_motor_on_cl,efficiency_motor_on_reynolds,efficiency_motor_on_flap_angle,efficiency_motor_on_time,efficiency_motor_off_air_speed,efficiency_motor_off_cl,efficiency_motor_off_reynolds,efficiency_motor_off_flap_angle,efficiency_motor_off_time,efficiency_battery_voltage,efficiency_battery_soc,cruise_air_speed,cruise_flap_angle,cruise_cl,cruise_drag_force,cruise_reynolds,cruise_battery_voltage,cruise_battery_soc,score_factor_take_off,score_payload,max_payload,score_efficiency,max_efficiency,score_distance,max_distance,t_loading,t_unloading,b_loading,penalty_current,penalty_round,score_round_no_take_off_factor,score_round
2,0.0290777898233711,2.6457513110645907,10.000000000000002,0.27760373540527294,0.7,0.12272310395694797,7.672153387941484,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.370507371559039,1.9705073715590387,3.4,0.21344,0.31808454766818506,0.5726457496159827,0.051751824274870316,0.13958525,0.675,0.318859303956742,-0.4883467858711736,5.397500166443914,0.07071217168105659,0.3439762693056763,0.09047647444407876,0.43794189897095376,0.30862359698029324,0.146387104824929,0.9449892981947776,23.516396835494156,4.200000000000001,5.000000000000002,1.4826374786367436,1.1297848647938438,2.2,8.589893569793169,10.789893569793168,11.9168333322185,0.9652777777777778,17.091771711980766,2.9162886320761876,2,0.44376941012509463,288829.07757967047,11.767358332299464,0.9180555555555555,27.674825444361126,0.17173558489750568,467669.14746878954,-2,27.2079957571554,22.645549110748423,0.2564864120098458,382680.81104533974,0,62.7920042428446,11.561120271852634,0.8312361184771607,33.40310261275219,-4,0.1178844329513862,6.454005875266461,564469.7038152878,11.110587857013599,0.6277500147320993,1.05,566.6666666666666,6.0,918.7983188198808,0.74,939.4622609836555,3200.0,12.0,8.0,53.33333333333333,0.0,0.0,861.6424154900677,904.7245362645712
2,0.03062942995042726,2.6457513110645907,10.000000000000002,0.27760373540527294,0.7,0.12272310395694797,8.009926321672236,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.606948425170565,1.9819484251705646,3.625,0.21344,0.31808454766818506,0.5840868032275092,0.051751824274870316,0.13958525,0.675,0.321528961800518,-0.4360150450563559,5.397500166443914,0.07050325448694478,0.3439547842103151,0.08078092294782083,0.4475600556319806,0.30862359698029324,0.146387104824929,0.9449892981947776,27.211953360892036,4.800000000000002,5.600000000000002,1.4832520050152511,1.1333725178611995,2.2,8.807389145419828,11.007389145419829,11.90768333295101,0.9631944444444445,17.48158469160201,2.7674251732103716,2,0.44376941012509463,295416.41827376984,11.764339582250066,0.9170138888888889,28.58827519152441,0.16802171392544976,483105.2796810878,-2,30.57051570202067,22.73675951738515,0.26563431784332986,384222.1502381682,0,59.42948429797933,11.539006489714943,0.8253984102395474,33.36000833229915,-4,0.12339257221979999,6.451941415007237,563741.465603243,11.091721131525356,0.6160745982568727,1.05,604.1666666666666,6.0,906.6580399987623,0.74,938.2502343459138,3200.0,12.79411764705882,8.529411764705882,52.8921568627451,0.0,0.0,869.2504705331926,912.7129940598522
2,0.026510777930282486,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,8.201828464784878,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.331188502110169,1.9311885021101687,3.4,0.21344,0.31808454766818506,0.5403095294669293,0.044769174975053755,0.13958525,0.675,0.3171910597716785,-0.4236598235574913,5.382168198027554,0.07057671766310279,0.3382471716137371,0.07871545592216038,0.4505839634380754,0.2973971394772735,0.14339620459401597,0.9592066559287105,25.596928461699036,4.400000000000001,5.200000000000002,1.4825198762564336,1.1302162773303732,2.2,8.954008234189466,11.154008234189465,11.91378333246267,0.9645833333333333,17.04057105373234,2.9408160794192764,2,0.477102750040592,277488.911028071,11.766352082282998,0.9177083333333333,29.075061096002244,0.16633445028410607,473458.7248375804,-2,33.986817724574266,24.094363653927562,0.24221027211463536,392352.97403829085,0,56.013182275425734,11.517073325731875,0.8194673303392808,33.79672477565436,-4,0.12310459086969876,6.348266052006386,550346.3660190941,11.076425432894046,0.6042124384563394,1.05,566.6666666666666,6.0,931.0134249136938,0.74,950.5328843152789,3200.0,12.0,8.0,53.33333333333333,0.0,0.0,869.4043252985465,912.8745415634738
2,0.02523178520743601,2.449489742783178,10.0,0.2570111180101428,0.5999999999999999,0.09738815687127322,9.212977811785557,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.527786687071333,1.902786687071333,3.625,0.21344,0.31808454766818506,0.5183632811691288,0.03831360823401922,0.13958525,0.675,0.3185078836209314,-0.2867043231357803,5.366253045520887,0.07019398467833453,0.3322413461486188,0.05342728356335845,0.4766595785265096,0.28572992934845876,0.14030074002015186,0.9739693306313892,33.57558413966155,5.400000000000002,6.200000000000003,1.4832769043380403,1.1155840125541605,2.2,9.698857687017586,11.898857687017586,11.90031666690889,0.9611111111111111,17.593914100127403,2.809333773373335,2,0.5038159589807814,275259.8711336576,11.761420832434727,0.9159722222222222,30.328761981877292,0.17171311106472464,474498.7992589132,-2,38.025188167283616,24.400445890701942,0.2652878115129971,381749.2545010075,0,51.974811832716384,11.490823682751278,0.8124562705429104,34.1681577873812,-4,0.1352912453290863,6.248982700320559,534566.8198619272,11.055438920162834,0.5901903188635986,1.05,604.1666666666666,6.0,933.6197935492753,0.74,960.9794377700961,3200.0,12.79411764705882,8.529411764705882,52.8921568627451,0.0,0.0,885.8141228580911,930.1048290009957
2,0.0213717251485442,2.345207879911715,9.999999999999996,0.2460694113776739,0.5500000000000002,0.08547188958273508,9.55164229697591,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.253403263336752,1.853403263336752,3.4,0.21344,0.31808454766818506,0.47491397755584275,0.03237948811272389,0.13958525,0.675,0.31424947072241394,-0.2550472821881776,5.349678266924452,0.07024389552039692,0.3259814503034825,0.04767525624205531,0.48331159003617274,0.2735655798555177,0.1370876168149009,0.9893468033295814,32.02990064888027,5.000000000000002,5.8000000000000025,1.4825057121326457,1.1147653602512269,2.2,9.920029893464383,12.120029893464384,11.905079166528273,0.9625,17.829420186460776,2.9827262490341027,2,0.5079997964367907,267068.9350471843,11.7633333322816,0.9166666666666666,29.899336216794524,0.18317565513962542,447865.5950966243,-2,38.14417481714054,25.73018369187968,0.2473461037914998,385415.3800456708,0,51.85582518285946,11.489990776268709,0.8122496964980199,34.28913006570345,-4,0.13927652204943056,6.039552589709579,513620.8219096118,11.054855141958763,0.5897771707738175,1.05,566.6666666666666,6.0,961.7889027489705,0.74,964.3817830979095,3200.0,12.0,8.0,53.33333333333333,0.0,0.0,884.2791175045156,928.4930733797414
2,0.023943078999017528,2.449489742783178,10.0,0.2570111180101428,0.5999999999999999,0.09738815687127322,8.820281180180903,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.292168708108541,1.892168708108541,3.4,0.21344,0.31808454766818506,0.507745302206336,0.03831360823401922,0.13958525,0.675,0.3156532858849966,-0.3468783967016523,5.366253045520887,0.07041920114680343,0.3322633083885607,0.06464070809914291,0.4655316064805318,0.28572992934845876,0.14030074002015186,0.9739693306313892,27.780104876179,4.600000000000001,5.400000000000002,1.4822872203302868,1.1393340546458695,2.2,9.320519790856164,11.520519790856163,11.91073333270684,0.9638888888888889,17.385481916323865,2.963273992708299,2,0.4931028854020345,271998.9130701273,11.765345832266531,0.9173611111111111,29.47941359385032,0.17400332481250141,461210.59479767905,-2,33.689702736714025,24.28660762677408,0.2563666417427115,379968.23490067676,0,56.310297263285975,11.518726028095731,0.8199831549709826,34.22829745446602,-4,0.12906979857663545,6.250301653058852,535507.7154987697,11.07803171117383,0.6052440877197429,1.05,566.6666666666666,6.0,947.3118558607625,0.74,962.6708659068569,3200.0,12.0,8.0,53.33333333333333,0.0,0.0,878.8831294780953,922.8272859520001
2,0.02793175247347065,2.5495097567963927,10.000000000000005,0.26750565292324613,0.6499999999999998,0.10981187474270192,8.56495570974253,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.567221211332644,1.9422212113326438,3.625,0.21344,0.31808454766818506,0.5513422386894049,0.044769174975053755,0.13958525,0.675,0.3199553644809806,-0.3674780509494912,5.382168198027554,0.07035929481016591,0.3382247679880248,0.06827695408779008,0.46093871517046675,0.2973971394772735,0.14339620459401597,0.9592066559287105,29.38453495110938,5.000000000000002,5.8000000000000025,1.4830475442476148,1.1402855679689439,2.2,9.147812346954595,11.347812346954594,11.905079166528273,0.9625,17.167093826418483,2.7908766736890214,2,0.4917290150246978,279549.20972945995,11.7633333322816,0.9166666666666666,29.15529090779154,0.1727440750481501,474765.1882791634,-2,35.80285601232135,24.17466966220725,0.2512562201286783,393660.6782646501,0,54.19714398767865,11.506101270983509,0.8163144860897199,33.75251499035934,-4,0.12889190455029229,6.349678962775453,549626.4532215934,11.067008904504998,0.5979067499572176,1.05,604.1666666666666,6.0,920.0578196715217,0.74,949.2894841038562,3200.0,12.79411764705882,8.529411764705882,52.8921568627451,0.0,0.0,877.3968136767598,921.2666543605978
2,0.022526342871763787,2.345207879911715,9.999999999999996,0.2460694113776739,0.5500000000000002,0.08547188958273508,9.97927298983262,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.488600144407942,1.8636001444079424,3.625,0.21344,0.31808454766818506,0.48511085862703296,0.03237948811272389,0.13958525,0.675,0.317189809007676,-0.1906614036566944,5.349678266924452,0.07001150652435228,0.3259598828334914,0.035639788814123635,0.4952594095526052,0.2735655798555177,0.1370876168149009,0.9893468033295814,38.04785292485815,5.8000000000000025,6.600000000000003,1.4833110574938202,1.1052488073380213,2.2,10.241588200765857,12.441588200765857,11.895554167289507,0.9597222222222223,17.53356066973454,2.825080702742486,2,0.5493583713127607,262637.2213274273,11.759508332587854,0.9152777777777777,31.13534614863355,0.17648357945953438,466379.9299853528,-2,43.95386280272238,25.80650991937816,0.2568935211812331,386558.67938356334,0,46.04613719727762,11.455540843614516,0.8021634326341626,34.25104374670068,-4,0.1458357768431934,6.048165364935283,513050.322558003,11.025006493255978,0.5696046430461029,1.0,604.1666666666666,6.0,947.2743352747785,0.74,963.3106053759567,3200.0,12.79411764705882,8.529411764705882,52.8921568627451,0.0,0.0,891.1426926352124,891.1426926352124
2,0.018793623464647365,2.23606797749979,10.000000000000004,0.23461797810629584,0.4999999999999999,0.07408568104478902,10.429680569129424,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.214840284564711,1.8148402845647111,3.4,0.21344,0.31808454766818506,0.4417694489519161,0.026961037944609578,0.13958525,0.675,0.31298345368586433,-0.1453365316085192,5.332370769986845,0.07005232202254183,0.3193746898137533,0.027255518769726837,0.5045276783554229,0.2608345460975138,0.1337407192538373,1.0054247346486487,36.58144584592938,5.600000000000002,6.200000000000003,1.4824997666788975,1.1070159570997644,2.2,10.509104824128174,12.709104824128175,11.90031666690889,0.9611111111111111,18.13421214747405,2.999115715836547,2,0.5363789042236493,258993.2849545573,11.760464582511291,0.915625,31.854765920940455,0.17621179223729047,454950.58733345824,-2,45.31467634016693,26.60041276052888,0.25270105395136916,379907.7801654662,0,44.68532365983307,11.447395446143448,0.7998009091316547,34.24197434645216,-2,0.15249872386439783,5.72231627573167,489044.7595514994,11.017704020321347,0.5648795960410871,1.0,566.6666666666666,6.0,974.5418263533728,0.74,963.055528493967,3200.0,12.0,8.0,53.33333333333333,0.0,0.0,888.0880071713354,888.0880071713354
2,0.01981208333378698,2.23606797749979,10.000000000000004,0.23461797810629584,0.4999999999999999,0.07408568104478902,10.899220206007678,2.4,aeronaut14x8,ag45c,ht14,0.0,0.0,0.0,0.0,0.5163710189418589,1.7,0.09,5.449610103003838,1.8246101030038382,3.625,0.21344,0.31808454766818506,0.45153926739104266,0.026961037944609578,0.13958525,0.675,0.3160047648698069,-0.0761854504920496,5.332370769986845,0.06981251235976586,0.3193520981877426,0.014287350557252707,0.5173995554558812,0.2608345460975138,0.1337407192538373,1.0054247346486487,42.80407200402798,6.200000000000003,7.0000000000000036,1.4831396436859685,1.1095714089871074,2.2,10.777065102167164,12.977065102167163,11.891000000253598,0.9583333333333333,18.08430686403869,2.837286348249233,2,0.5643919540414839,258280.53641117422,11.757595832740982,0.9145833333333333,16.697719707797877,0.6701837465418682,238477.26293283742,4,4.74260273916045,14.490923928673796,0.8898484965871943,206959.74877720815,8,85.25739726083955,11.65878524371767,0.8702385369111798,34.2810695403331,-2,0.15900086905023092,5.740003618989559,489603.11811744183,11.242988478704348,0.7057548516001373,1.0,604.1666666666666,6.0,757.3595576459389,0.74,964.1550808218685,3200.0,12.79411764705882,8.529411764705882,52.8921568627451,0.0,0.0,828.1192585742365,828.1192585742365
