v1,v_1,t_1,points,v_2,h_1
0,12.02477372352659,0.0,,0.0,0.0
1,12.23706153146047,0.0,,0.0,0.0
2,12.449349339394349,0.0,0.02940416469083759,0.0,0.0
3,12.661637147328229,0.0,0.010484859187732277,0.0,0.0
4,12.873924955262108,0.0,0.006445585711343183,0.0,0.0
5,13.086212763195988,0.0,0.0046861569029887145,0.0,0.0
6,13.298500571129868,0.0,0.0044826654467985975,0.0,0.0
7,13.510788379063749,0.0,0.004542580004548886,0.0,0.0
8,13.723076186997629,0.0,0.00460221370520907,0.0,0.0
9,13.935363994931508,0.0,0.00466156960526971,0.0,0.0
10,14.147651802865388,0.0,0.004720645100079127,0.0,0.0
11,14.359939610799268,0.0,0.004779482817380918,0.0,0.0
12,14.572227418733148,0.0,0.004838051153299982,0.0,0.0
13,14.784515226667027,0.0,0.004896286701953691,0.0,0.0
14,14.996803034600909,0.0,0.00495418973334289,0.0,0.0
15,15.209090842534787,0.0,0.005011760497557196,0.0,0.0
16,15.421378650468668,0.0,0.0050694160647096745,0.0,0.0
17,15.633666458402548,0.0,0.005127473433835913,0.0,0.0
18,15.845954266336427,0.0,0.0051852268617394075,0.0,0.0
19,16.058242074270307,0.0,0.005242676338439549,0.0,0.0
20,16.270529882204187,0.0,0.005299821834466863,0.0,0.0
21,16.482817690138067,0.0,0.005356863841296821,0.0,0.0
22,16.695105498071946,0.0,0.005414688649911912,0.0,0.0
23,16.907393306005826,0.0,0.005472239132628826,0.0,0.0
24,17.119681113939706,0.0,0.005529515022082254,0.0,0.0
25,17.331968921873585,0.0,0.00558651603112771,0.0,0.0
26,17.544256729807465,0.0,0.005643241853461394,0.0,0.0
27,17.756544537741345,0.0,0.005701277094302747,0.0,0.0
28,17.968832345675224,0.0,0.0057591613969462255,0.0,0.0
29,18.181120153609104,0.0,0.005816807192636599,0.0,0.0
30,18.393407961542984,0.0,0.00587421394382672,0.0,0.0
31,18.605695769476863,0.0,0.005931381092083081,0.0,0.0
32,18.817983577410743,0.0,0.005988731745300628,0.0,0.0
33,19.030271385344626,0.0,0.00604608224873469,0.0,0.0
34,19.242559193278506,0.0,0.006103296926083455,0.0,0.0
35,19.454847001212386,0.0,0.006160378060493998,0.0,0.0
36,19.667134809146262,0.0,0.006217327912305523,0.0,0.0
37,19.879422617080145,0.0,0.006273952245744028,0.0,0.0
38,20.09171042501402,0.0,0.006330266946992803,0.0,0.0
39,20.303998232947905,0.0,0.0063864491720045016,0.0,0.0
40,20.516286040881784,0.0,0.006442501081777355,0.0,0.0
41,20.728573848815664,0.0,0.006498424815852762,0.0,0.0
42,20.940861656749544,0.0,0.006554651165802122,0.0,0.0
43,21.153149464683423,0.0,0.006611700508703917,0.0,0.0
44,21.365437272617303,0.0,0.006668655621113039,0.0,0.0
45,21.577725080551183,0.0,0.006725518623498344,0.0,0.0
46,21.790012888485062,0.0,0.0067822916187586435,0.0,0.0
47,22.002300696418942,0.0,0.0068390281551372395,0.0,0.0
48,22.21458850435282,0.0,0.006896121693162042,0.0,0.0
49,22.4268763122867,0.0,0.006953141266035604,0.0,0.0
50,22.63916412022058,0.0,0.007010088943613369,0.0,0.0
51,22.85145192815446,0.0,0.00706696678061729,0.0,0.0
52,23.063739736088344,0.0,0.007123776816946235,0.0,0.0
53,23.27602754402222,0.0,0.007180892135668305,0.0,0.0
54,23.488315351956103,0.0,0.007237914223947629,0.0,0.0
55,23.70060315988998,0.0,0.007294736947157494,0.0,0.0
56,23.912890967823863,0.0,0.007351358168669298,0.0,0.0
57,24.12517877575774,0.0,0.007407775733188392,0.0,0.0
58,24.337466583691622,0.0,0.00746425334744701,0.0,0.0
59,24.549754391625502,0.0,0.007520651737608424,0.0,0.0
60,24.76204219955938,0.0,0.007576847106899986,0.0,0.0
61,24.97433000749326,0.0,0.007632837212636267,0.0,0.0
62,25.18661781542714,0.0,0.007688619795380272,0.0,0.0
63,25.39890562336102,0.0,0.00774442926118733,0.0,0.0
64,25.6111934312949,0.0,0.007800296184292133,0.0,0.0
65,25.823481239228776,0.0,0.007855957604108853,0.0,0.0
66,26.03576904716266,0.0,0.007911411174088672,0.0,0.0
67,26.24805685509654,0.0,0.007966654532516562,0.0,0.0
68,26.46034466303042,0.0,0.008021536695136455,0.0,0.0
69,26.6726324709643,0.0,0.008075781753755418,0.0,0.0
70,26.88492027889818,0.0,0.008129799920678924,0.0,0.0
71,27.09720808683206,0.0,0.008183588817433887,0.0,0.0
72,27.309495894765938,0.0,0.00823714605597962,0.0,0.0
73,27.52178370269982,0.0,0.008290493081792928,0.0,0.0
74,27.734071510633697,0.0,0.008344036614427628,0.0,0.0
75,27.94635931856758,0.0,0.00839734848027914,0.0,0.0
76,28.158647126501457,0.0,0.008450658475362994,0.0,0.0
77,28.370934934435336,0.0,0.008504386478339069,0.0,0.0
78,28.58322274236922,0.0,0.008558553636628413,0.0,0.0
79,28.795510550303096,0.0,0.008613676425550436,0.0,0.0
80,29.00779835823698,0.0,0.008669368733334532,0.0,0.0
81,29.22008616617086,0.0,0.008725551061271082,0.0,0.0
82,29.43237397410474,0.0,0.008782237735861238,0.0,0.0
83,29.644661782038618,0.0,0.008839443350552334,0.0,0.0
84,29.856949589972498,0.0,0.00889759393157331,0.0,0.0
85,30.069237397906377,0.0,0.008956542686852162,0.0,0.0
86,30.281525205840257,0.0,0.00901606763213322,0.0,0.0
87,30.493813013774137,0.0,0.009076184873854972,0.0,0.0
88,30.706100821708016,0.0,0.009136910858214452,0.0,0.0
89,30.918388629641896,0.0,0.009198545607681624,0.0,0.0
90,31.130676437575776,0.0,0.009261221482204507,0.0,0.0
91,31.342964245509656,0.0,0.009324570557638457,0.0,0.0
92,31.555252053443535,0.0,0.009388611162131286,0.0,0.0
93,31.767539861377415,0.0,0.009453362052823943,0.0,0.0
94,31.979827669311298,0.0,0.00951899676606593,0.0,0.0
95,32.192115477245174,0.0,0.00958596828747582,0.0,0.0
96,32.40440328517906,0.0,0.009653724155321987,0.0,0.0
97,32.616691093112934,0.0,0.009722285484655818,0.0,0.0
98,32.82897890104681,0.0,0.00979167393145185,0.0,0.0
99,33.04126670898069,0.0,0.009861911714549289,0.0,0.0
100,12.02477372352659,0.9090909090909092,0.0010964882191743567,0.0,0.0
101,12.23706153146047,0.9090909090909092,0.0011315377768556234,0.0,0.0
102,12.449349339394349,0.9090909090909092,0.03027417242461379,0.0,0.0
103,12.661637147328229,0.9090909090909092,0.011581880359402694,0.0,0.0
104,12.873924955262108,0.9090909090909092,0.0076197401076307245,0.0,0.0
105,13.086212763195988,0.9090909090909092,0.0059148345128598725,0.0,0.0
106,13.298500571129868,0.9090909090909092,0.00575056409806688,0.0,0.0
107,13.510788379063749,0.9090909090909092,0.005847449101087705,0.0,0.0
108,13.723076186997629,0.9090909090909092,0.005944461917778701,0.0,0.0
109,13.935363994931508,0.9090909090909092,0.006041601395062671,0.0,0.0
110,14.147651802865388,0.9090909090909092,0.00613886083307548,0.0,0.0
111,14.359939610799268,0.9090909090909092,0.006236278363652977,0.0,0.0
112,14.572227418733148,0.9090909090909092,0.006333818692069663,0.0,0.0
113,14.784515226667027,0.9090909090909092,0.006431415097132747,0.0,0.0
114,14.996803034600909,0.9090909090909092,0.006529063943733767,0.0,0.0
115,15.209090842534787,0.9090909090909092,0.006626761629547969,0.0,0.0
116,15.421378650468668,0.9090909090909092,0.00672491721358491,0.0,0.0
117,15.633666458402548,0.9090909090909092,0.006823840745347663,0.0,0.0
118,15.845954266336427,0.9090909090909092,0.006922829912744019,0.0,0.0
119,16.058242074270307,0.9090909090909092,0.0070218810573584745,0.0,0.0
120,16.270529882204187,0.9090909090909092,0.007120990549751062,0.0,0.0
121,16.482817690138067,0.9090909090909092,0.007220353303434668,0.0,0.0
122,16.695105498071946,0.9090909090909092,0.007320843150853577,0.0,0.0
123,16.907393306005826,0.9090909090909092,0.007421410182205433,0.0,0.0
124,17.119681113939706,0.9090909090909092,0.007522050717827154,0.0,0.0
125,17.331968921873585,0.9090909090909092,0.007622761102919347,0.0,0.0
126,17.544256729807465,0.9090909090909092,0.00772353770743926,0.0,0.0
127,17.756544537741345,0.9090909090909092,0.007825945846675876,0.0,0.0
128,17.968832345675224,0.9090909090909092,0.007928536673507111,0.0,0.0
129,18.181120153609104,0.9090909090909092,0.008031220303859393,0.0,0.0
130,18.393407961542984,0.9090909090909092,0.008133993046740654,0.0,0.0
131,18.605695769476863,0.9090909090909092,0.008236851230806154,0.0,0.0
132,18.817983577410743,0.9090909090909092,0.008340210611263117,0.0,0.0
