0.078;0.00865
0.089;0.00854
0.0999;0.00844
0.1108;0.00834
0.1218;0.00824
0.1327;0.00815
0.1437;0.00805
0.1547;0.00795
0.1657;0.00786
0.1876;0.00769
0.1986;0.00759
0.2097;0.00749
0.2207;0.0074
0.2316;0.0073
0.2426;0.0072
0.2535;0.0071
0.2645;0.007
0.2754;0.00691
0.2863;0.00683
0.2971;0.00676
0.3081;0.0067
0.319;0.00663
0.3407;0.00653
0.3515;0.00648
0.3731;0.0064
0.384;0.00638
0.3948;0.00637
0.4057;0.00635
0.4166;0.00634
0.4274;0.00633
0.4383;0.00632
0.4491;0.00631
0.46;0.00632
0.4708;0.00632
0.4818;0.00632
0.4926;0.00632
0.5036;0.00632
0.5144;0.00632
0.5253;0.00631
0.5363;0.00632
0.5471;0.0063
0.558;0.00628
0.569;0.00626
0.5797;0.00621
0.5904;0.00616
0.6011;0.00611
0.6119;0.00607
0.6225;0.00601
0.6332;0.00596
0.644;0.00592
0.6545;0.00587
0.6651;0.00582
0.6754;0.00576
0.6932;0.00573
0.7007;0.00578
0.7104;0.00574
0.7203;0.00591
0.7302;0.00606
0.7401;0.00622
0.7501;0.00637
0.7602;0.00651
0.7702;0.00666
0.7802;0.00681
0.7903;0.00695
0.8004;0.00709
0.8106;0.00722
0.8208;0.00735
0.831;0.00749
0.8411;0.00763
0.8513;0.00777
0.8614;0.00791
0.8716;0.00805
0.8816;0.0082
0.8917;0.00836
0.9017;0.00851
0.9117;0.00867
0.9217;0.00883
0.9317;0.009
0.9417;0.00915
0.9518;0.00931
0.9616;0.00949
0.9715;0.00967
0.9813;0.00985
0.9911;0.01004
1.0009;0.01023
1.0105;0.01043
1.0202;0.01063
1.03;0.01082
1.0397;0.01102
1.0493;0.01123
1.0588;0.01145
1.0683;0.01167
1.0777;0.0119
1.0871;0.01213
1.0964;0.01238
1.1055;0.01264
1.115;0.01286
1.1244;0.01309
1.1335;0.01336
1.1429;0.01357
1.152;0.01384
1.1612;0.01409
1.1702;0.01436
1.1795;0.0146
1.1876;0.01501
1.1974;0.01516
1.2066;0.0154
1.215;0.01576
1.2221;0.01631
1.2316;0.01649
1.2407;0.01672
1.2495;0.01699
1.2582;0.01727
1.2666;0.01758
1.2743;0.01799
1.2804;0.01861
1.2831;0.01966
1.2904;0.02009
1.2992;0.02032
1.3076;0.02058
1.3157;0.02087
1.3235;0.0212
1.3311;0.02155
1.3384;0.02193
1.3454;0.02235
1.352;0.0228
1.3584;0.02326
1.3648;0.02373
1.3709;0.02421
1.3769;0.0247
1.3828;0.02519
1.3884;0.0257
1.3938;0.02622
1.399;0.02676
1.4038;0.02731
1.4083;0.02788
1.4122;0.02848
1.4152;0.0291
1.4177;0.02977
1.4196;0.03049
1.421;0.03128
1.4217;0.03214
1.4216;0.03308
1.4209;0.03411
1.4194;0.03524
1.4171;0.03646
1.4139;0.03777
1.4101;0.03917
1.4054;0.04064
1.4002;0.04217
1.3944;0.04375
1.3883;0.04538
1.3818;0.04704
1.3751;0.04873
1.3682;0.05047
1.3612;0.05223
1.3542;0.05404
1.3471;0.0559
1.34;0.0578
1.3329;0.05976
1.3259;0.0618
1.3189;0.06391
1.312;0.06609
1.3052;0.06836
1.2986;0.07072
1.292;0.07317
1.2855;0.0757
1.2791;0.0783
1.2728;0.08097
1.2666;0.08373
1.2605;0.08656
1.2545;0.08946
1.2486;0.09243
1.2428;0.09546
1.2371;0.09853
1.2314;0.10165
1.2258;0.10482
1.2203;0.10803
1.2149;0.11128
1.2095;0.11457
1.2042;0.11788
1.1989;0.12122
1.1937;0.1246
1.1884;0.12802
1.1832;0.13151
1.1779;0.13507
1.1726;0.13873
1.167;0.14254
1.1609;0.1466
1.1536;0.15116
