-0.3551;0.01315
-0.3402;0.0126
-0.3251;0.0121
-0.3108;0.0117
-0.2963;0.01139
-0.282;0.01085
-0.2681;0.01012
-0.2546;0.00987
-0.2402;0.00968
-0.2265;0.00951
-0.213;0.00939
-0.2005;0.00902
-0.1884;0.00893
-0.1773;0.00868
-0.1665;0.00858
-0.1562;0.00841
-0.1458;0.00829
-0.1356;0.00819
-0.1253;0.00808
-0.1046;0.00789
-0.0941;0.0078
-0.0729;0.00761
-0.0624;0.00752
-0.0517;0.00742
-0.041;0.00732
-0.0303;0.00723
-0.0195;0.00712
-0.0089;0.007
0.0018;0.00687
0.0125;0.00675
0.0231;0.00663
0.0338;0.00649
0.0443;0.00635
0.0548;0.00621
0.0652;0.00607
0.0755;0.00593
0.0857;0.0058
0.0956;0.00568
0.1054;0.00554
0.1148;0.00542
0.1237;0.00532
0.1323;0.00524
0.1413;0.00518
0.1545;0.00515
0.1727;0.00514
0.1907;0.00513
0.2058;0.00514
0.2167;0.00515
0.2277;0.00516
0.2386;0.00517
0.2496;0.00519
0.2605;0.0052
0.2715;0.00521
0.2825;0.00522
0.2934;0.00525
0.3044;0.00526
0.3153;0.00529
0.3263;0.00531
0.3372;0.00535
0.3482;0.00538
0.3591;0.00542
0.3701;0.00545
0.381;0.0055
0.3919;0.00554
0.4028;0.00559
0.4137;0.00564
0.4247;0.00568
0.4356;0.00574
0.4465;0.0058
0.4574;0.00585
0.4683;0.00591
0.4792;0.00598
0.4901;0.00604
0.501;0.00611
0.5227;0.00625
0.5336;0.00632
0.5444;0.0064
0.5552;0.00649
0.5661;0.00657
0.5769;0.00665
0.5877;0.00674
0.5985;0.00683
0.6201;0.00701
0.631;0.0071
0.6417;0.0072
0.6524;0.00731
0.6632;0.00741
0.6739;0.00751
0.6846;0.00762
0.6953;0.00774
0.7059;0.00786
0.7166;0.00799
0.7377;0.00825
0.7484;0.00837
0.759;0.0085
0.7695;0.00864
0.78;0.00879
0.7904;0.00895
0.8008;0.00911
0.8112;0.00926
0.8216;0.00942
0.832;0.00959
0.8423;0.00976
0.8526;0.00994
0.8628;0.01012
0.8729;0.01032
0.883;0.01054
0.8931;0.01074
0.9033;0.01093
0.9133;0.01114
0.9233;0.01138
0.9331;0.01161
0.9432;0.01181
0.9531;0.01205
0.9631;0.01227
0.9729;0.0125
0.9827;0.01275
0.9924;0.01301
1.0023;0.01323
1.0113;0.01365
1.0216;0.01379
1.0314;0.01401
1.0406;0.01437
1.0488;0.01492
1.0588;0.0151
1.0685;0.01533
1.0781;0.01559
1.0875;0.01587
1.0966;0.01619
1.1051;0.01663
1.1119;0.01733
1.1158;0.01853
1.1255;0.01872
1.1348;0.01896
1.144;0.01923
1.1528;0.01954
1.1614;0.01988
1.1698;0.02025
1.1779;0.02066
1.1857;0.02112
1.1933;0.02159
1.2007;0.02208
1.208;0.02257
1.2152;0.02308
1.2222;0.0236
1.229;0.02413
1.2357;0.02467
1.2421;0.02523
1.2482;0.02581
1.2541;0.02642
1.2595;0.02707
1.2644;0.02777
1.2688;0.02853
1.2724;0.02936
1.2753;0.03028
1.2772;0.0313
1.278;0.03242
1.2776;0.03362
1.2754;0.03483
1.2722;0.03611
1.2683;0.03747
1.2637;0.0389
1.2586;0.04041
1.2532;0.042
1.2475;0.04367
1.2417;0.04542
1.2358;0.04725
1.2298;0.04915
1.2238;0.05112
1.2177;0.05316
1.2116;0.05527
1.2056;0.05745
1.1995;0.0597
1.1936;0.06203
1.1876;0.06444
1.1817;0.06691
1.1759;0.06944
1.1701;0.07205
1.1643;0.07471
1.1586;0.07744
1.1529;0.08021
1.1472;0.08303
1.1415;0.0859
1.1359;0.08881
1.1303;0.09178
1.1247;0.09477
1.1191;0.0978
1.1135;0.10088
1.108;0.10404
1.1025;0.10726
1.097;0.11053
1.0914;0.11385
1.0857;0.11723
1.0798;0.12072
1.0737;0.12434
